"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_CD","SCHOOL_DSTRCT_NM","INSTN_NUMBER","INSTN_NAME","CATEGORY","SALARIES","BENEFITS","SALARIES_AND_BENEFITS","% Rev- GF/Title/Lottery","% Rev- Total K-12","% Exp- GF/Title/Lottery","% Exp-Total K-12"
"2014-15","657","Floyd County","ALL","All Column Values","Teachers and Paraprofessionals",39075243.52,15741179.91,54816423.43,56.07,48.67,59.08,43.91
"2014-15","658","Forsyth County","ALL","All Column Values","General Administration",1206684.12,541325.2,1748009.32,0.54,0.35,0.54,0.4
"2014-15","658","Forsyth County","ALL","All Column Values","School Administration",10063913.47,4889038.84,14952952.31,4.62,2.97,4.61,3.46
"2014-15","658","Forsyth County","ALL","All Column Values","Teachers and Paraprofessionals",149803949.71,61789235.95,211593185.66,65.36,42.08,65.2,48.95
"2014-15","659","Franklin County","ALL","All Column Values","General Administration",350648.49,175711.65,526360.14,1.63,1.39,1.64,1.36
"2014-15","659","Franklin County","ALL","All Column Values","School Administration",1076814.72,528707.98,1605522.7,4.98,4.25,5.01,4.14
"2014-15","659","Franklin County","ALL","All Column Values","Teachers and Paraprofessionals",13457560.58,5648311.34,19105871.92,59.23,50.52,59.58,49.22
"2014-15","660","Fulton County","ALL","All Column Values","General Administration",4495235.57,9790389.31,14285624.88,1.52,1.24,1.57,1.16
"2014-15","660","Fulton County","ALL","All Column Values","School Administration",26125091.39,10861900.52,36986991.91,3.94,3.2,4.07,2.99
"2014-15","660","Fulton County","ALL","All Column Values","Teachers and Paraprofessionals",341276965.74,120790634.6,462067600.34,49.22,39.95,50.89,37.39
"2014-15","661","Gilmer County","ALL","All Column Values","General Administration",405897.73,233791.93,639689.66,1.65,1.4,1.66,1.28
"2014-15","661","Gilmer County","ALL","All Column Values","School Administration",1253894.85,642632.51,1896527.36,4.88,4.16,4.92,3.81
"2014-15","661","Gilmer County","ALL","All Column Values","Teachers and Paraprofessionals",15352985.91,7013371.68,22366357.59,57.56,49.1,57.98,44.9
