sys_sch,SystemId,systemname,schoolname,SchoolId,grade,SingleScore
785275,785,Rome City,East Central Elementary School,275,C,75.40000000000001
785293,785,Rome City,Rome Middle School,293,C,70
785376,785,Rome City,Anna K. Davie Elementary,376,F,50.90000000000001
785377,785,Rome City,North Heights Elementary School,377,F,57.40000000000001
786100,786,Social Circle City,Social Circle Primary School,100,,
786103,786,Social Circle City,Social Circle Middle School,103,C,74.60000000000001
786200,786,Social Circle City,Social Circle Elementary School,200,C,75.7
786300,786,Social Circle City,Social Circle High School,300,D,69.8
7893050,789,Thomasville City,MacIntyre Park Middle School,3050,D,68.2
7893052,789,Thomasville City,Scott Elementary School,3052,C,72.90000000000001
7894050,789,Thomasville City,Harper Elementary School,4050,F,49.5
7894052,789,Thomasville City,Thomasville High School,4052,D,63.8
7895050,789,Thomasville City,Jerger Elementary School,5050,B,84.80000000000001
791101,791,Trion City,Trion Elementary School,101,A,91.2
791201,791,Trion City,Trion Middle School,201,B,81.7
791301,791,Trion City,Trion High School,301,B,82.80000000000001
792101,792,Valdosta City,Sallas Mahone Elementary,101,C,74.5
792103,792,Valdosta City,Valdosta Middle School,103,D,69.10000000000001
7921052,792,Valdosta City,Nunn Elementary School,1052,F,59.1
792106,792,Valdosta City,J. L. Lomax Elementary School,106,D,62.6
792117,792,Valdosta City,Pinevale Elementary School,117,D,67.5
792195,792,Valdosta City,Newbern Middle School,195,F,52.3
792273,792,Valdosta City,Valdosta High School,273,D,65.2
792309,792,Valdosta City,S.L. Mason Elementary School,309,D,66.2
793173,793,Vidalia City,J. R. Trippe Middle School,173,C,70.8
7932050,793,Vidalia City,J. D. Dickerson Primary School,2050,,
793273,793,Vidalia City,Vidalia Comprehensive High School,273,C,76.7
7935050,793,Vidalia City,Sally Dailey Meadows Elementary School,5050,D,66.3
7991893,799,State Schools,Atlanta Area School for the Deaf,1893,F,41
7991894,799,State Schools,Georgia Academy for the Blind,1894,F,55.1
7991895,799,State Schools,Georgia School for the Deaf,1895,F,38.90000000000001
607299,607,Barrow County,Winder Elementary School,299,,
609392,609,Ben Hill County,Hurricane Transition Academy,392,,
614394,614,Brooks County,Delta Innovative School,394,,
621303,621,Candler County,Metter Career Academy,303,,
625515,625,Savannah-Chatham County,Susie King Taylor Community School,515,,
625516,625,Savannah-Chatham County,Savannah Classical Academy Charter High School,516,,
631378,631,Clayton County,Perry Career Academy - Eula Wilburn Ponds Perry Center for Learning,378,,
631380,631,Clayton County,Kay R Pace Elementary School of the Arts,380,,
631381,631,Clayton County,7 Pillars Career Academy,381,,
633808,633,Cobb County,Cobb Horizon High School,808,,
636398,636,Columbia County,Parkway Elementary School,398,,
6441104,644,DeKalb County,John Robert Lewis Elementary School,1104,,
646205,646,Dooly County,Dooly County Prep Academy,205,,
654197,654,Evans County,Second Chance,197,,
658699,658,Forsyth County,Brandywine Elementary School,699,,
658700,658,Forsyth County,DeSana Middle School,700,,
658701,658,Forsyth County,Alliance Academy for Innovation,701,,
658702,658,Forsyth County,Denmark High School,702,,
6601316,660,Fulton County,Vickery Mill Elementary,1316,,
6601317,660,Fulton County,Wolf Creek Elementary,1317,,
6601319,660,Fulton County,Fulton Academy of Science and Technology,1319,,
6601320,660,Fulton County,Skyview High School,1320,,
6671815,667,Gwinnett County,Coleman Middle School,1815,,
6671816,667,Gwinnett County,Baldwin Elementary,1816,,
6671817,667,Gwinnett County,International Transition Center,1817,,
6671818,667,Gwinnett County,Paul Duke STEM High School,1818,,
6671819,667,Gwinnett County,McClure Health Science High School,1819,,
669390,669,Hall County,Cherokee Bluff Middle,390,,
669391,669,Hall County,Cherokee Bluff High School,391,,
669392,669,Hall County,The Foundry,392,,
671198,671,Haralson County,Haralson County Rebel Academy,198,,
701298,701,Mitchell County,Eagle's Landing Academy,298,,
706502,706,Muscogee County,Rainey McCullers School of the Arts,502,,
708294,708,Oconee County,Dove Creek Elementary School,294,,
714296,714,Pike County,Zebulon High School,296,,
721394,721,Richmond County,Belair K-8 School,394,,
721395,721,Richmond County,Innovation Academy for Boys,395,,
721396,721,Richmond County,Innovation Academy for Girls,396,,
734202,734,Telfair County,Telfair Alternative Preparation School,202,,
741698,741,Troup County,Clearview Elementary School,698,,
741699,741,Troup County,The Hope Academy School,699,,
759197,759,Worth County,Worth County Achievement Center,197,,
7611417,761,Atlanta Public Schools,Kindezi Old 4th Ward,1417,,
7611418,761,Atlanta Public Schools,John Lewis Invictus Academy,1418,,
7611419,761,Atlanta Public Schools,KIPP Soul Primary,1419,,
776211,776,Gainesville City,Mundy Mill Academy,211,,
7820618618,7820618,State Charter Schools- Coastal Plains Charter High School - Candler Campus,Coastal Plains Charter High School - Candler Campus,618,,
7830611611,7830611,State Charter Schools II- Cirrus Charter Academy,Cirrus Charter Academy,611,,
7830612612,7830612,State Charter Schools II- Southwest Georgia S.T.E.M. Charter Academy,Southwest Georgia S.T.E.M. Charter Academy,612,,
7830613613,7830613,State Charter Schools II- Brookhaven Innovation Academy,Brookhaven Innovation Academy,613,,
7830614614,7830614,State Charter Schools II- Liberty Tech Charter Academy,Liberty Tech Charter Academy,614,,
7830615615,7830615,State Charter Schools II- Genesis Innovation Academy for Boys,Genesis Innovation Academy for Boys,615,,
7830616616,7830616,State Charter Schools II- Genesis Innovation Academy for Girls,Genesis Innovation Academy for Girls,616,,
7830617617,7830617,State Charter Schools II- Resurgence Hall Charter School,Resurgence Hall Charter School,617,,
7830618618,7830618,State Charter Schools II- SAIL Charter Academy - School for Arts-Infused Learning,SAIL Charter Academy - School for Arts-Infused Learning,618,,
7830620620,7830620,State Charter Schools II- International Charter Academy of Georgia,International Charter Academy of Georgia,620,,
7830621621,7830621,State Charter Schools II- SLAM Academy of Atlanta,SLAM Academy of Atlanta,621,,
7830624624,7830624,State Charter Schools II- Spring Creek Charter Academy,Spring Creek Charter Academy,624,,
7830628628,7830628,State Charter Schools II- Ethos Classical Charter School,Ethos Classical Charter School,628,,
