"LONG_SCHOOL_YEAR","SCHOOL_DSTRCT_NM","INSTN_NAME","LABEL_LVL_3_DESC","LABEL_LVL_2_DESC","FTE","OUTOFFIELD_FTE","OUTOFFIELD_FTE_PCT"
"2017-18","Cobb County","Sedalia Park Elementary School","Teachers","Total",62.5,5,8
"2017-18","Cobb County","Shallowford Falls Elementary School","Teachers","Low Poverty",52.1,0,0
"2017-18","Cobb County","Shallowford Falls Elementary School","Teachers","Total",52.1,0,0
"2017-18","Cobb County","Simpson Middle School","Teachers","Low Poverty",63,6.2,10
"2017-18","Cobb County","Simpson Middle School","Teachers","Total",63,6.2,10
"2017-18","Cobb County","Smitha Middle School","Teachers","Total",68,5.4,8
"2017-18","Cobb County","Smyrna Elementary School","Teachers","Total",73.5,4.8,7
"2017-18","Cobb County","Sope Creek Elementary School","Teachers","Low Poverty",73.6,5.4,7
"2017-18","Cobb County","Sope Creek Elementary School","Teachers","Total",73.6,5.4,7
"2017-18","Cobb County","South Cobb High School","Teachers","Total",157,24.4,16
"2017-18","Cobb County","Sprayberry High School","Teachers","Low Poverty",139.5,12.8,9
"2017-18","Cobb County","Sprayberry High School","Teachers","Total",139.5,12.8,9
"2017-18","Cobb County","Still Elementary School","Teachers","Low Poverty",58.5,2.9,5
"2017-18","Cobb County","Still Elementary School","Teachers","Total",58.5,2.9,5
"2017-18","Cobb County","Tapp Middle School","Teachers","Total",58.5,14.4,25
"2017-18","Cobb County","Teasley Elementary School","Teachers","Low Poverty",60.5,2.4,4
"2017-18","Cobb County","Teasley Elementary School","Teachers","Total",60.5,2.4,4
"2017-18","Cobb County","Timber Ridge Elementary School","Teachers","Low Poverty",42,2.1,5
"2017-18","Cobb County","Timber Ridge Elementary School","Teachers","Total",42,2.1,5
"2017-18","Cobb County","Tritt Elementary School","Teachers","Low Poverty",64,3.1,5
"2017-18","Cobb County","Tritt Elementary School","Teachers","Total",64,3.1,5
"2017-18","Cobb County","Varner Elementary School","Teachers","Total",54,5.1,9
"2017-18","Cobb County","Vaughan Elementary School","Teachers","Low Poverty",51.6,1.5,3
"2017-18","Cobb County","Vaughan Elementary School","Teachers","Total",51.6,1.5,3
"2017-18","Cobb County","Walton High School","Teachers","Low Poverty",241.7,10.5,4
"2017-18","Cobb County","Walton High School","Teachers","Total",241.7,10.5,4
"2017-18","Cobb County","Wheeler High School","Teachers","Low Poverty",196,23.1,12
"2017-18","Cobb County","Wheeler High School","Teachers","Total",196,23.1,12
"2017-18","Coffee County","Ambrose Elementary School","Teachers","Total",28.5,9.8,35
"2017-18","Coffee County","Broxton-Mary Hayes Elementary","Teachers","Total",22.6,9.2,41
"2017-18","Coffee County","Coffee County High School","Teachers","Total",121.6,18.6,15
"2017-18","Coffee County","Coffee County- All Schools","Teachers","Total",536.6,119.7,22
"2017-18","Coffee County","Coffee Middle School","Teachers","Total",112,16.8,15
"2017-18","Coffee County","Eastside Elementary School","Teachers","Total",44.7,11.6,26
"2017-18","Coffee County","George Washington Carver Freshman Campus","Teachers","Total",42.2,12.5,30
"2017-18","Coffee County","Indian Creek Elementary","Teachers","Total",45.5,17.4,38
"2017-18","Coffee County","Nicholls Elementary School","Teachers","Total",24.3,1,4
"2017-18","Coffee County","Satilla Elementary School","Teachers","Total",39,10.2,26
"2017-18","Coffee County","West Green Elementary School","Teachers","Total",23.5,9.3,40
"2017-18","Coffee County","Westside Elementary School","Teachers","Total",41,10.3,25
"2017-18","Coffee County","Wiregrass Regional College and Career Academy","Teachers","Total",16.2,7.3,45
"2017-18","Colquitt County","CA Gray Junior High School","Teachers","High Poverty",137.9,38.3,28
"2017-18","Colquitt County","CA Gray Junior High School","Teachers","Total",137.9,38.3,28
"2017-18","Colquitt County","Colquitt County Achievement Center","Teachers","High Poverty",13.3,6.8,51
"2017-18","Colquitt County","Colquitt County Achievement Center","Teachers","Total",13.3,6.8,51
"2017-18","Colquitt County","Colquitt County High School","Teachers","High Poverty",203.1,33.1,16
"2017-18","Colquitt County","Colquitt County High School","Teachers","Total",203.1,33.1,16
"2017-18","Colquitt County","Colquitt County- All Schools","Teachers","High Poverty",792.7,120.6,15
"2017-18","Colquitt County","Colquitt County- All Schools","Teachers","Total",792.7,120.6,15
