"SysSchoolID","SchoolName","Graduation Rate All Students","Number Taken All Students","Approximate Class Size All Students","Graduation Rate Asian","Number Taken Asian","Approximate Class Size Asian","Graduation Rate Black","Number Taken Black","Approximate Class Size Black","Graduation Rate Hispanic","Number Taken Hispanic","Approximate Class Size Hispanic","Graduation Rate Native Amer/Alaskan Native","Number Taken Native Amer/Alaskan Native","Approximate Class Size Amer/Alaskan Native","Graduation Rate White","Number Taken White","Approximate Class Size White","Graduation Rate Multiracial","Number Taken Multiracial","Approximate Class Size Multiracial","Graduation Rate Male","Number Taken Male","Approximate Class Size Male","Graduation Rate Female","Number Taken Female","Approximate Class Size Female","Graduation Rate Students with Disabilities","Number Taken Students with Disabilities","Approximate Class Size Students with Disabilities","Graduation Rate Students without Disabilities","Number Taken Students without Disabilities","Approximate Class Size Students without Disabilities","Graduation Rate Limited English Proficient","Number Taken Limited English Proficient","Approximate Class Size Limited English Proficient","Graduation Rate Economically Disadvantaged","Number Taken Economically Disadvantaged","Approximate Class Size Economically Disadvantaged","Graduation Rate Not Economically Disadv","Number Taken Not Economically Disadv","Approximate Class Size Not Economically Disadv","Graduation Rate Migrant","Number Taken Migrant","Approximate Class Size Migrant"
"722:378","Edwards Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"722:4050","Hicks Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"722:5050","House Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"722:ALL","Rockdale County","77.7","724","932","95.7","22","23","69.5","171","246","47.4","18","38","","","3","82.3","510","620","","","2","72.6","347","478","83","377","454","50.9","56","110","81.3","668","822","31.3","5","16","56.4","93","165","82.3","631","767","","","0"
"723:101","Schley Middle High School","64.7","66","102","","","0","31","9","29","","","1","","","1","77.1","54","70","","","1","61.1","33","54","68.8","33","48","","","10","69.6","64","92","","","0","54.3","19","35","70.1","47","67","","","1"
"723:198","Schley County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"723:ALL","Schley County","64.7","66","102","","","0","31","9","29","","","1","","","1","77.1","54","70","","","1","61.1","33","54","68.8","33","48","","","10","69.6","64","92","","","0","54.3","19","35","70.1","47","67","","","1"
"724:191","Screven County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"724:197","Screven County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"724:4052","Screven County High School","58.3","154","264","","","0","47.8","75","157","","","0","","","0","73.8","79","107","","","0","54","75","139","63.2","79","125","18.9","7","37","64.8","147","227","","","0","61.4","154","251","0","0","13","","","0"
"724:ALL","Screven County","58.3","154","264","","","0","47.8","75","157","","","0","","","0","73.8","79","107","","","0","54","75","139","63.2","79","125","18.9","7","37","64.8","147","227","","","0","61.4","154","251","0","0","13","","","0"
"725:196","Seminole County Middle/High School","70.2","87","124","","","0","67.9","36","53","","","0","","","0","71.8","51","71","","","0","67.6","46","68","73.2","41","56","42.9","6","14","73.6","81","110","","","0","73.2","41","56","67.6","46","68","","","0"
"725:296","Seminole County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"725:ALL","Seminole County","70.2","87","124","","","0","67.9","36","53","","","0","","","0","71.8","51","71","","","0","67.6","46","68","73.2","41","56","42.9","6","14","73.6","81","110","","","0","73.2","41","56","67.6","46","68","","","0"
"726:101","Spalding High School","56.5","209","370","","","2","40.3","48","119","","","3","","","0","63.8","157","246","","","0","53.9","104","193","59.3","105","177","29.3","12","41","59.9","197","329","","","1","0","0","24","60.4","209","346","","","0"
"726:1050","Anne Street Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:1052","Jackson Road Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:1054","Flynt Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:1550","Atkinson Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:1750","Beaverbrook Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:187","Griffin High School","41.5","194","468","","","3","29.8","73","245","","","4","","","1","53.3","113","212","","","3","37.3","90","241","45.8","104","227","24.1","14","58","43.9","180","410","","","0","4.5","2","44","45.3","192","424","","","0"
"726:188","Taylor Street Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:192","Cowan Road Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:195","Jordan Hill Road Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:199","Futral Road Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:201","Cowan Road Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:2050","Crescent Road Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:2054","A.Z. Kelsey Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:2552","Moore Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:4052","Orrs Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"726:ALL","Spalding County","48.1","403","838","","","5","33.2","121","364","","","7","","","1","59","270","458","","","3","44.7","194","434","51.7","209","404","26.3","26","99","51","377","739","","","1","2.9","2","68","52.1","401","770","","","0"
"727:1052","Stephens County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"727:187","Liberty Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"727:195","Big A Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"727:197","Toccoa Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"727:295","Eastanollee Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"727:5050","Stephens County High School","59","196","332","","","2","44.9","22","49","","","3","","","1","62","171","276","","","1","54.4","98","180","64.5","98","152","22.5","9","40","64","187","292","","","1","48.6","35","72","61.9","161","260","","","0"
"727:ALL","Stephens County","59","196","332","","","2","44.9","22","49","","","3","","","1","62","171","276","","","1","54.4","98","180","64.5","98","152","22.5","9","40","64","187","292","","","1","48.6","35","72","61.9","161","260","","","0"
"728:101","Stewart County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"728:192","Stewart County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"728:201","Stewart-Quitman High School","44.7","21","47","","","0","45.7","21","46","","","0","","","0","","","1","","","0","27.8","5","18","55.2","16","29","","","5","50","21","42","","","0","44.7","21","47","","","0","","","0"
"728:ALL","Stewart County","44.7","21","47","","","0","45.7","21","46","","","0","","","0","","","1","","","0","27.8","5","18","55.2","16","29","","","5","50","21","42","","","0","44.7","21","47","","","0","","","0"
"729:100","Sumter County Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"729:183","Sumter County High School","48","82","171","","","0","46.7","50","107","","","5","","","0","47.4","27","57","","","2","49","48","98","46.6","34","73","7.7","1","13","51.3","81","158","","","0","48","82","171","","","0","","","1"
"729:188","Sumter County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"729:190","Sumter County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"729:195","Americus High School","49.8","119","239","","","3","44.3","86","194","","","2","","","0","75","30","40","","","0","41","50","122","59","69","117","0","0","13","52.7","119","226","","","0","49.8","119","239","","","0","","","0"
"729:295","Cherokee Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"729:395","Sarah Cobb Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"729:595","Staley Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"729:ALL","Sumter County","49","201","410","","","3","45.2","136","301","","","7","","","0","58.8","57","97","","","2","44.5","98","220","54.2","103","190","3.8","1","26","52.1","200","384","","","0","49","201","410","","","0","","","1"
"730:190","Central Elementary/High School","62.8","27","43","","","0","63.4","26","41","","","0","","","0","","","2","","","0","60.7","17","28","66.7","10","15","","","9","73.5","25","34","","","0","62.8","27","43","","","0","","","0"
"730:ALL","Talbot County","62.8","27","43","","","0","63.4","26","41","","","0","","","0","","","2","","","0","60.7","17","28","66.7","10","15","","","9","73.5","25","34","","","0","62.8","27","43","","","0","","","0"
"731:102","Taliaferro County School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"731:ALL","Taliaferro County","","","0","","","0","","","0","","","0","","","0","","","0","","","0","","","0","","","0","","","0","","","0","","","0","","","0","","","0","","","0"
"732:101","Reidsville Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"732:194","Tattnall County High School","52.5","105","200","","","2","34.4","21","61","28.6","6","21","","","0","66.1","76","115","","","1","51.8","57","110","53.3","48","90","20","6","30","58.2","99","170","","","5","35.2","32","91","67","73","109","28.6","6","21"
"732:201","Glennville Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"732:301","Collins Elementary School ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"732:401","Collins Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"732:501","Glennville Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"732:601","Reidsville Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"732:ALL","Tattnall County","52.5","105","200","","","2","34.4","21","61","28.6","6","21","","","0","66.1","76","115","","","1","51.8","57","110","53.3","48","90","20","6","30","58.2","99","170","","","5","35.2","32","91","67","73","109","28.6","6","21"
"733:101","Taylor County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"733:178","Taylor County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"733:201","Taylor County High School","51.1","45","88","","","0","34.8","16","46","","","0","","","0","70.7","29","41","","","1","51.1","23","45","51.2","22","43","","","8","53.8","43","80","","","0","47.1","24","51","56.8","21","37","","","0"
"733:ALL","Taylor County","51.1","45","88","","","0","34.8","16","46","","","0","","","0","70.7","29","41","","","1","51.1","23","45","51.2","22","43","","","8","53.8","43","80","","","0","47.1","24","51","56.8","21","37","","","0"
"734:101","Telfair County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"734:104","Telfair County Elementary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"734:201","Telfair County High School","56.3","71","126","","","2","47.1","32","68","","","1","","","0","65.5","36","55","","","0","48.6","35","72","66.7","36","54","13.3","2","15","62.2","69","111","","","0","56.3","71","126","","","0","","","0"
"734:ALL","Telfair County","56.3","71","126","","","2","47.1","32","68","","","1","","","0","65.5","36","55","","","0","48.6","35","72","66.7","36","54","13.3","2","15","62.2","69","111","","","0","56.3","71","126","","","0","","","0"
"735:1050","Carver Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"735:2050","Cooper Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"735:4050","Terrell County Middle/High School","51.1","48","94","","","0","50.6","45","89","","","0","","","0","","","5","","","0","36","18","50","68.2","30","44","5.3","1","19","62.7","47","75","","","0","51.1","48","94","","","0","","","0"
"735:ALL","Terrell County","51.1","48","94","","","0","50.6","45","89","","","0","","","0","","","5","","","0","36","18","50","68.2","30","44","5.3","1","19","62.7","47","75","","","0","51.1","48","94","","","0","","","0"
"736:100","The School at Bishop Hall","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"736:191","Thomas County Central High School","76.5","244","319","","","0","58.5","76","130","","","2","","","3","88.6","163","184","","","0","74.7","127","170","78.5","117","149","16.1","5","31","83","239","288","","","0","65.6","82","125","83.5","162","194","","","3"
"736:194","Cross Creek Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"736:291","Central Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"736:5050","Garrison-Pilcher Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"736:ALL","Thomas County","74.8","244","326","","","0","57.6","76","132","","","3","","","3","86.7","163","188","","","0","72.6","127","175","77.5","117","151","16.1","5","31","81","239","295","","","0","65.1","82","126","81","162","200","","","3"
"737:104","Annie Belle Clark Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:1052","J. T. Reddick Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:173","G. O. Bailey Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:199","Tift County High School","55.2","289","524","","","3","38.9","79","203","29.6","8","27","","","0","67.9","195","287","","","4","50.9","139","273","59.8","150","251","22.9","11","48","58.4","278","476","30.8","4","13","47.2","68","144","58.5","221","378","","","4"
"737:2050","Len Lastinger Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:299","Eighth Street Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:3050","Northside Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:3052","Northeast Campus, Tift County High School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:4050","Omega Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:4052","Matt Wilson Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:5050","Charles Spencer Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"737:ALL","Tift County","55.2","289","524","","","3","38.9","79","203","29.6","8","27","","","0","67.9","195","287","","","4","50.9","139","273","59.8","150","251","22.9","11","48","58.4","278","476","30.8","4","13","47.2","68","144","58.5","221","378","","","4"
"738:103","Toombs County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"738:104","Lyons Primary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"738:192","Toombs County High School","56.8","100","176","","","0","58.1","18","31","31","9","29","","","0","62.9","73","116","","","0","49.5","46","93","65.1","54","83","6.5","2","31","67.6","98","145","","","5","60.5","52","86","53.3","48","90","30.8","4","13"
"738:204","Lyons Upper Elementary","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"738:4050","Toombs Central Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"738:ALL","Toombs County","56.8","100","176","","","0","58.1","18","31","31","9","29","","","0","62.9","73","116","","","0","49.5","46","93","65.1","54","83","6.5","2","31","67.6","98","145","","","5","60.5","52","86","53.3","48","90","30.8","4","13"
"739:103","Towns County Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"739:104","Towns County Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"739:194","Mountain Education Center","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"739:204","Towns County High School","96.5","55","57","","","0","","","0","","","1","","","0","96.4","54","56","","","0","93.9","31","33","100","24","24","","","4","98.1","52","53","","","0","","","0","96.5","55","57","","","0"
"739:ALL","Towns County","47.4","55","116","","","0","","","2","","","1","","","0","47.8","54","113","","","0","47","31","66","48","24","50","","","4","46.4","52","112","","","0","","","1","47.8","55","115","","","0"
"740:2050","Treutlen Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"740:3050","Treutlen Middle/High School","59.5","47","79","","","1","48.6","18","37","","","1","","","0","70","28","40","","","0","51.4","19","37","66.7","28","42","6.7","1","15","71.9","46","64","","","0","51","26","51","75","21","28","","","0"
"740:ALL","Treutlen County","59.5","47","79","","","1","48.6","18","37","","","1","","","0","70","28","40","","","0","51.4","19","37","66.7","28","42","6.7","1","15","71.9","46","64","","","0","51","26","51","75","21","28","","","0"
"741:101","Callaway Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741:1052","LaGrange High School","63.8","183","287","","","0","44.8","43","96","","","2","","","0","73.4","138","188","","","1","60.5","95","157","67.7","88","130","17.6","3","17","66.7","180","270","","","0","32.7","33","101","80.6","150","186","","","0"
"741:1054","Unity Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741:187","West Point Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741:189","Long Cane Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741:191","Gardner-Newman Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741:194","Hollis Hand Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741:201","Callaway High School","62.1","95","153","","","2","67.2","41","61","","","0","","","0","57.8","52","90","","","0","51.9","41","79","73","54","74","26.7","4","15","65.9","91","138","","","0","31.7","19","60","81.7","76","93","","","0"
"741:297","Long Cane Middle School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741:3050","Hillcrest Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741:387","Troup County High School","59.2","154","260","","","1","52.3","45","86","","","2","","","0","62.7","106","169","","","2","51.1","72","141","68.9","82","119","0","0","15","62.9","154","245","","","2","40.7","44","108","72.4","110","152","","","0"
"741:397","Hogansville Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"741:4050","Mountville Elementary School","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
