SysSchoolid,School Name,Retained Total Students,Retained Total American Indian,Retained Percent American Indian,Retained Total Asian,Retained Percent Asian,Retained Total Black,Retained Percent Black,Retained Total Female,Retained Percent Female,Retained Total Hispanic,Retained Percent Hispanic,Retained Total Male,Retained Percent Male,Retained Total Multiracial,Retained Percent Multiracial,Retained Total White,Retained Percent White
714:101,Pike County Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0
714:188,Pike County Primary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
714:194,Pike County High School,39,0,0,0,0,Too Few Students,Too Few Students,11,28.2,0,0,28,71.8,0,0,33,84.6
714:195,Pike County Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
714:ALL,Pike County,50,0,0,0,0,Too Few Students,Too Few Students,13,26,0,0,37,74,0,0,41,82
715:102,Rockmart High School,74,0,0,Too Few Students,Too Few Students,21,28.4,34,45.9,Too Few Students,Too Few Students,40,54.1,Too Few Students,Too Few Students,47,63.5
715:103,Cedartown Middle School,32,0,0,0,0,Too Few Students,Too Few Students,11,34.4,Too Few Students,Too Few Students,21,65.6,Too Few Students,Too Few Students,22,68.8
715:104,Rockmart Middle School,32,0,0,0,0,Too Few Students,Too Few Students,12,37.5,0,0,20,62.5,Too Few Students,Too Few Students,24,75
715:174,Westside Elementary School,29,0,0,0,0,Too Few Students,Too Few Students,10,34.5,Too Few Students,Too Few Students,19,65.5,Too Few Students,Too Few Students,16,55.2
715:183,Cherokee Elementary School,42,0,0,0,0,Too Few Students,Too Few Students,20,47.6,12,28.6,22,52.4,0,0,21,50
715:188,Northside Elementary,25,0,0,0,0,Too Few Students,Too Few Students,11,44,14,56,14,56,0,0,Too Few Students,Too Few Students
715:207,Harpst Academy,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
715:210,Van Wert Elementary School,13,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
715:274,Eastside Elementary School,15,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,12,80,0,0,13,86.7
715:5050,Cedartown High School,152,0,0,Too Few Students,Too Few Students,34,22.4,52,34.2,31,20.4,100,65.8,Too Few Students,Too Few Students,82,53.9
715:ALL,Polk County,421,0,0,Too Few Students,Too Few Students,94,22.3,164,39,72,17.1,257,61,12,2.9,240,57
716:195,Pulaski County Middle School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
716:2050,Hawkinsville High School,40,0,0,0,0,22,55,13,32.5,Too Few Students,Too Few Students,27,67.5,Too Few Students,Too Few Students,16,40
716:3050,Pulaski County Elementary School,21,0,0,0,0,10,47.6,Too Few Students,Too Few Students,0,0,14,66.7,0,0,11,52.4
716:ALL,Pulaski County,73,0,0,0,0,39,53.4,27,37,Too Few Students,Too Few Students,46,63,Too Few Students,Too Few Students,31,42.5
717:111,Putnam County Middle School,10,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
717:112,Putnam County Primary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
717:113,Putnam County Elementary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
717:114,Putnam County High School,50,0,0,0,0,25,50,19,38,0,0,31,62,Too Few Students,Too Few Students,24,48
717:ALL,Putnam County,74,0,0,0,0,34,45.9,24,32.4,0,0,50,67.6,Too Few Students,Too Few Students,39,52.7
718:110,Quitman County High School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
718:199,New Quitman County Elementary,20,0,0,0,0,11,55,Too Few Students,Too Few Students,0,0,14,70,0,0,Too Few Students,Too Few Students
718:ALL,Quitman County,22,0,0,0,0,13,59.1,Too Few Students,Too Few Students,0,0,15,68.2,0,0,Too Few Students,Too Few Students
719:100,Rabun County Middle School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
719:105,Rabun County Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
719:177,Rabun County High School ,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
719:3550,Rabun Gap Community School,Too Few Students,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
719:5050,South Rabun Elementary School,Too Few Students,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
719:ALL,Rabun County,25,Too Few Students,Too Few Students,0,0,0,0,10,40,Too Few Students,Too Few Students,15,60,0,0,19,76
720:101,Randolph Clay Middle School,34,0,0,0,0,28,82.4,11,32.4,Too Few Students,Too Few Students,23,67.6,0,0,Too Few Students,Too Few Students
720:201,Randolph Clay High School,59,0,0,0,0,56,94.9,22,37.3,Too Few Students,Too Few Students,37,62.7,0,0,Too Few Students,Too Few Students
720:2050,Randolph County Elementary School,42,0,0,0,0,39,92.9,12,28.6,0,0,30,71.4,Too Few Students,Too Few Students,Too Few Students,Too Few Students
720:ALL,Randolph County,135,0,0,0,0,123,91.1,45,33.3,Too Few Students,Too Few Students,90,66.7,Too Few Students,Too Few Students,Too Few Students,Too Few Students
721:100,Cross Creek High School,157,0,0,Too Few Students,Too Few Students,104,66.2,71,45.2,0,0,86,54.8,Too Few Students,Too Few Students,50,31.8
721:101,Craig-Houghton Elementary School,19,0,0,0,0,19,100,Too Few Students,Too Few Students,0,0,15,78.9,0,0,0,0
721:102,Hephzibah Elementary School,11,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,10,90.9
721:103,Freedom Park Elementary,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:104,Wilkinson Gardens Elementary School,11,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:105,Deer Chase Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0
721:1052,Butler High School,142,0,0,0,0,125,88,46,32.4,Too Few Students,Too Few Students,96,67.6,Too Few Students,Too Few Students,13,9.2
721:1054,Garrett Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:1058,Langford Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:1060,National Hills Elementary School,Too Few Students,0,0,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:1062,Rollins Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:1064,Walker Traditional Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students
721:1065,Windsor Spring Road Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
721:107,Lighthouse Care Center of Augusta,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721:114,Pine Hill Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721:115,W.S. Hornsby K-8 School,19,0,0,0,0,18,94.7,Too Few Students,Too Few Students,0,0,15,78.9,0,0,Too Few Students,Too Few Students
721:1156,Hephzibah Middle School,21,0,0,0,0,Too Few Students,Too Few Students,10,47.6,0,0,11,52.4,0,0,14,66.7
721:116,Lamar - Milledge Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:177,Meadowbrook Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
721:184,Morgan Road Middle School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
721:189,Jamestown Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
721:190,Collins Elementary School,24,0,0,0,0,24,100,11,45.8,0,0,13,54.2,0,0,0,0
721:194,Goshen Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:197,Glenn Hills Middle School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
721:201,Sue Reynolds Elementary School ,Too Few Students,0,0,0,0,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:205,Diamond Lakes Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0
721:2050,Barton Chapel Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:2052,Copeland Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:2054,Glenn Hills Elementary School,12,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:2056,Hephzibah High School,114,0,0,0,0,75,65.8,38,33.3,Too Few Students,Too Few Students,76,66.7,Too Few Students,Too Few Students,32,28.1
721:2058,Merry Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,0,0,0,0
721:2064,Warren Road Elementary School,Too Few Students,0,0,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students
721:209,Augusta A & D Program,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,0,0,Too Few Students,Too Few Students
721:2574,Westside High School,85,0,0,Too Few Students,Too Few Students,60,70.6,29,34.1,0,0,56,65.9,Too Few Students,Too Few Students,22,25.9
721:290,Willis Foreman Elementary School,Too Few Students,0,0,0,0,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,Too Few Students,0,0,0,0
