"SysSchoolID","SchoolName","Number Tested All Students","Below Target All Students","On Target All Students","Exceeds Target All Students","Number Tested Economically Disadvantaged","Below Target Economically Disadvantaged","On Target Economically Disadvantaged","Exceeds Target Economically Disadvantaged","Number Tested Migrant","Below Target Migrant","On Target Migrant","Exceeds Target Migrant","Number Tested Not Economically Disadv.","Below Target Not Economically Disadv.","On Target Not Economically Disadv.","Exceeds Target Not Economically Disadv.","Number Tested Asian","Below Target Asian","On Target Asian","Exceeds Target Asian","Number Tested Black","Below Target Black","On Target Black","Exceeds Target Black","Number Tested Female","Below Target Female","On Target Female","Exceeds Target Female","Number Tested Hispanic","Below Target Hispanic","On Target Hispanic","Exceeds Target Hispanic","Number Tested Limited English Proficient","Below Target Limited English Proficient","On Target Limited English Proficient","Exceeds Target Limited English Proficient","Number Tested Male","Below Target Male","On Target Male","Exceeds Target Male","Number Tested Native Amer/Alaskan Native","Below Target Native Amer/Alaskan Native","On Target Native Amer/Alaskan Native","Exceeds Target Native Amer/Alaskan Native","Number Tested Students without Disabilities","Below Target Students without Disabilities","On Target Students without Disabilities","Exceeds Target Students without Disabilities","Number Tested Students with Disabilities","Below Target Students with Disabilities","On Target Students with Disabilities","Exceeds Target Students with Disabilities","Number Tested Multiracial","Below Target Multiracial","On Target Multiracial","Exceeds Target Multiracial","Number Tested White","Below Target White","On Target White","Exceeds Target White"
"612:277","Bleckley County Middle School","200","15","74","11","114","21","75","4","1","","","","86","7","72","21","1","","","","54","30","69","2","95","8","78","14","1","","","","2","","","","105","21","70","9","","","","","181","9","79","12","19","74","26","0","","","","","144","10","76","15"
"623:2552","Lakeview Middle School","388","14","78","8","139","18","79","3","","","","","249","12","78","10","9","","","","9","","","","196","9","81","11","6","","","","2","","","","192","20","76","5","1","","","","349","9","83","9","39","62","38","0","1","","","","362","14","78","8"
"629:296","Burney-Harris-Lyons Middle School","204","30","66","4","143","34","64","2","7","","","","61","21","69","10","4","","","","118","26","69","4","111","20","76","5","46","54","46","0","19","84","16","0","93","42","54","4","1","","","","175","25","70","5","29","59","41","0","4","","","","31","16","71","13"
"633:294","Smitha Middle School","452","22","66","12","182","31","66","3","","","","","270","17","66","17","14","7","86","7","232","22","71","7","230","16","69","15","54","44","52","4","18","83","17","0","222","29","63","8","","","","","391","19","68","13","61","43","56","2","15","40","60","0","137","14","62","24"
"638:299","Madras Middle School","285","14","78","8","43","26","67","7","","","","","242","12","80","9","6","","","","32","19","78","3","157","7","80","13","6","","","","","","","","128","22","75","3","","","","","254","9","82","9","31","55","45","0","5","","","","236","13","78","9"
"644:4053","Clarkston High School","14","100","0","0","14","100","0","0","","","","","","","","","4","","","","10","","","","6","","","","","","","","14","100","0","0","8","","","","","","","","14","100","0","0","","","","","","","","","","","",""
"644:4054","Cross Keys High School","30","100","0","0","17","100","0","0","","","","","13","100","0","0","","","","","8","","","","13","100","0","0","21","100","0","0","30","100","0","0","17","100","0","0","","","","","30","100","0","0","","","","","","","","","1","","",""
"644:500","DeKalb Alternative School","36","61","39","0","25","60","40","0","","","","","11","64","36","0","","","","","33","61","39","0","13","46","54","0","2","","","","1","","","","23","70","30","0","","","","","27","48","52","0","9","","","","1","","","","","","",""
"644:501","DeKalb Truancy School","15","80","20","0","12","75","25","0","","","","","3","","","","1","","","","10","","","","4","","","","1","","","","1","","","","11","82","18","0","","","","","9","","","","6","","","","1","","","","2","","",""
"644:5066","DeKalb/Rockdale PsychoEducation Center ","14","86","14","0","14","86","14","0","","","","","","","","","","","","","13","92","8","0","3","","","","","","","","","","","","11","100","0","0","","","","","","","","","14","86","14","0","1","","","","","","",""
"644:597","Miller Grove Middle School","402","17","69","13","225","20","72","8","","","","","177","14","66","20","","","","","391","17","70","13","222","12","71","17","3","","","","5","","","","180","23","68","9","","","","","382","15","70","14","20","50","50","0","4","","","","4","","",""
"644:697","Stone Mountain Middle School","393","23","75","2","249","24","74","2","","","","","144","20","77","3","7","","","","351","22","75","2","212","17","79","3","15","33","67","0","29","48","48","3","181","29","70","1","","","","","358","19","78","3","35","60","40","0","9","","","","11","18","82","0"
"644:797","Henderson Middle School","516","24","67","9","222","36","62","2","","","","","294","15","71","14","46","28","63","9","264","27","70","3","259","17","71","11","57","42","58","0","88","48","49","3","257","31","63","6","","","","","467","22","69","9","49","47","51","2","20","25","65","10","129","9","68","22"
"644:897","Shamrock Middle School","391","16","63","21","127","28","67","6","","","","","264","10","61","29","30","27","70","3","146","25","61","14","188","10","59","31","15","27","73","0","48","29","63","8","203","21","67","12","1","","","","345","11","66","23","46","50","46","4","13","8","77","15","186","6","62","32"
"644:ALL","DeKalb County","7339","25","68","7","4009","32","65","3","","","","","3330","17","72","12","227","26","65","10","5919","25","70","5","3634","17","73","10","376","52","46","2","640","48","48","4","3705","33","63","4","7","","","","6746","21","71","8","593","67","32","1","136","18","73","10","674","8","65","27"
"645:180","Dodge County Middle School","251","24","68","8","13","31","69","0","1","","","","238","23","68","9","","","","","81","28","69","2","131","19","73","8","5","","","","1","","","","120","28","63","8","","","","","227","19","71","9","24","63","38","0","1","","","","164","21","68","10"
"645:ALL","Dodge County","251","24","68","8","13","31","69","0","1","","","","238","23","68","9","","","","","81","28","69","2","131","19","73","8","5","","","","1","","","","120","28","63","8","","","","","227","19","71","9","24","63","38","0","1","","","","164","21","68","10"
"646:204","Dooly County Middle School","119","28","71","1","119","28","71","1","10","","","","","","","","","","","","93","27","73","0","53","21","77","2","12","50","50","0","5","","","","66","33","67","0","","","","","109","24","75","1","10","","","","3","","","","11","18","73","9"
"646:ALL","Dooly County","119","28","71","1","119","28","71","1","10","","","","","","","","","","","","93","27","73","0","53","21","77","2","12","50","50","0","5","","","","66","33","67","0","","","","","109","24","75","1","10","","","","3","","","","11","18","73","9"
"647:101","Albany Middle School","187","35","60","5","187","35","60","5","","","","","","","","","","","","","155","38","58","4","98","33","61","6","2","","","","","","","","89","37","60","3","","","","","155","23","72","6","32","94","6","0","1","","","","29","21","69","10"
"647:103","Robert A. Cross Middle Magnet","160","3","93","4","160","3","93","4","","","","","","","","","","","","","91","1","95","4","88","1","94","5","","","","","","","","","72","6","92","3","1","","","","158","3","93","4","2","","","","2","","","","66","6","91","3"
"647:1060","Radium Springs Middle School","179","26","72","2","179","26","72","2","","","","","","","","","","","","","160","26","72","2","88","15","83","2","2","","","","","","","","91","37","60","2","1","","","","162","23","74","2","17","53","47","0","","","","","16","25","69","6"
"647:3052","Dougherty Middle School","209","29","69","2","209","29","69","2","","","","","","","","","","","","","199","29","69","2","106","17","79","4","1","","","","","","","","103","41","59","0","","","","","180","22","76","2","29","72","28","0","","","","","9","","",""
"647:4056","Merry Acres Middle School","260","17","79","4","260","17","79","4","","","","","","","","","6","","","","207","16","81","3","129","9","86","5","1","","","","","","","","131","25","72","3","","","","","230","8","88","4","30","90","10","0","1","","","","45","22","71","7"
"647:5060","Southside Middle School","197","22","72","7","197","22","72","7","","","","","","","","","1","","","","187","22","71","7","96","20","72","8","","","","","","","","","101","24","71","5","","","","","166","13","80","8","31","71","29","0","","","","","9","","",""
"647:ALL","Dougherty County","1192","22","74","4","1192","22","74","4","","","","","","","","","7","","","","999","24","73","4","605","16","79","5","6","","","","","","","","587","29","68","3","2","","","","1051","15","81","4","141","77","23","0","4","","","","174","16","79","5"
"648:103","Yeager Middle School","305","12","80","8","82","23","73","4","","","","","223","8","83","9","5","","","","68","26","72","1","134","4","83","13","6","","","","2","","","","171","18","78","4","","","","","273","8","84","9","32","47","53","0","5","","","","221","7","83","10"
"648:180","Fairplay Middle School","232","16","78","6","58","24","74","2","","","","","174","13","80","7","","","","","40","10","88","3","117","9","79","11","3","","","","","","","","115","23","77","0","1","","","","207","12","82","6","25","48","52","0","3","","","","185","16","77","6"
"648:188","Chestnut Log Middle School","281","18","78","4","114","25","72","3","","","","","167","13","82","5","5","","","","96","21","73","6","148","9","84","7","25","56","40","4","12","92","8","0","133","28","71","2","","","","","250","12","83","5","31","61","39","0","9","","","","146","10","88","3"
"648:2054","Turner Middle School","268","22","74","4","117","26","71","3","","","","","151","19","77","5","4","","","","97","20","78","2","137","12","81","7","19","32","68","0","4","","","","131","32","67","1","","","","","230","14","81","4","38","68","32","0","2","","","","146","22","73","5"
"638:301","Smokey Road Middle School","316","21","75","4","135","30","67","2","","","","","181","14","80","6","1","","","","75","32","65","3","169","15","80","5","4","","","","","","","","147","28","69","3","","","","","249","9","85","6","67","64","36","0","5","","","","231","17","78","5"
"638:395","Arnall Middle School","326","17","74","9","102","33","66","1","","","","","224","10","78","12","5","","","","82","20","76","5","162","13","73","14","25","64","36","0","15","93","7","0","164","22","75","3","","","","","288","13","77","10","38","53","47","0","3","","","","211","11","78","11"
"638:ALL","Coweta County","1473","18","75","7","451","30","67","3","","","","","1022","12","79","9","14","7","79","14","312","27","70","3","765","12","78","10","45","42","58","0","15","93","7","0","708","24","73","4","1","","","","1257","11","81","8","216","58","41","1","17","29","65","6","1084","14","78","8"
"639:202","Crawford County Middle School","163","28","66","6","84","30","67","4","","","","","79","27","66","8","","","","","39","46","51","3","84","19","76","5","1","","","","","","","","79","38","56","6","","","","","139","21","73","6","24","71","29","0","","","","","123","23","71","7"
"639:ALL","Crawford County","163","28","66","6","84","30","67","4","","","","","79","27","66","8","","","","","39","46","51","3","84","19","76","5","1","","","","","","","","79","38","56","6","","","","","139","21","73","6","24","71","29","0","","","","","123","23","71","7"
"640:197","Crisp County Middle School","314","22","73","6","219","23","74","3","","","","","95","18","71","12","1","","","","194","24","74","3","166","13","80","8","3","","","","1","","","","148","32","65","3","","","","","278","15","79","6","36","75","25","0","","","","","116","19","70","11"
"640:ALL","Crisp County","314","22","73","6","219","23","74","3","","","","","95","18","71","12","1","","","","194","24","74","3","166","13","80","8","3","","","","1","","","","148","32","65","3","","","","","278","15","79","6","36","75","25","0","","","","","116","19","70","11"
"641:295","Dade Middle School","197","16","78","7","73","22","78","0","","","","","124","12","77","10","1","","","","","","","","102","12","78","10","7","","","","","","","","95","20","77","3","","","","","179","9","83","7","18","78","22","0","","","","","189","16","78","6"
"641:ALL","Dade County","197","16","78","7","73","22","78","0","","","","","124","12","77","10","1","","","","","","","","102","12","78","10","7","","","","","","","","95","20","77","3","","","","","179","9","83","7","18","78","22","0","","","","","189","16","78","6"
"642:286","Dawson County Middle School","221","16","71","14","68","31","65","4","","","","","153","9","73","18","","","","","","","","","120","11","75","14","4","","","","1","","","","101","22","65","13","","","","","202","11","74","15","19","68","32","0","","","","","217","16","71","14"
"642:ALL","Dawson County","221","16","71","14","68","31","65","4","","","","","153","9","73","18","","","","","","","","","120","11","75","14","4","","","","1","","","","101","22","65","13","","","","","202","11","74","15","19","68","32","0","","","","","217","16","71","14"
"643:2050","West Bainbridge Middle School","223","20","73","7","145","26","74","1","5","","","","78","9","72","19","1","","","","120","26","71","3","120","18","73","10","10","","","","2","","","","103","22","74","4","","","","","206","16","77","8","17","71","29","0","","","","","92","10","77","13"
"643:2052","Hutto Middle School","204","16","82","2","119","24","76","1","","","","","85","5","92","4","","","","","99","26","74","0","97","11","87","2","1","","","","","","","","107","20","79","2","","","","","183","9","89","2","21","71","29","0","1","","","","103","6","90","4"
"643:ALL","Decatur County","427","18","78","5","264","25","75","1","5","","","","163","7","82","11","1","","","","219","26","72","2","217","15","79","6","11","36","64","0","2","","","","210","21","76","3","","","","","389","13","82","5","38","71","29","0","1","","","","195","8","84","8"
"644:101","Avondale Middle School","310","34","62","4","235","37","61","3","","","","","75","25","65","9","2","","","","283","34","62","4","140","28","66","6","9","","","","22","45","50","5","170","39","58","3","1","","","","272","27","68","5","38","82","18","0","7","","","","8","","",""
"644:1057","McNair Middle School","371","49","51","1","290","50","50","0","","","","","81","44","54","1","","","","","364","49","51","1","180","41","58","1","2","","","","2","","","","191","55","44","1","","","","","345","46","54","1","26","88","12","0","3","","","","2","","",""
"644:189","Peachtree Middle School","334","15","73","12","76","34","59","7","","","","","258","10","77","13","24","17","75","8","110","15","78","6","167","13","73","14","40","55","43","3","50","48","52","0","167","18","73","9","2","","","","299","11","77","12","35","49","43","9","8","","","","150","5","77","19"
"644:193","Chapel Hill Middle School","290","20","73","7","152","26","68","6","","","","","138","14","79","7","","","","","285","20","73","7","151","10","81","9","","","","","","","","","139","32","64","4","","","","","265","15","78","7","25","80","20","0","4","","","","1","","",""
"644:199","DeKalb Alternative Night School","1","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","","","1","","","","","","","","1","","","","","","","","","","","","","","",""
"644:200","Cedar Grove Middle School","469","17","74","8","275","21","72","7","","","","","194","12","78","10","1","","","","456","18","74","8","222","11","78","11","3","","","","4","","","","247","23","71","6","","","","","443","15","77","9","26","65","35","0","8","","","","1","","",""
"644:201","Freedom Middle School","360","33","65","2","229","34","65","2","","","","","131","32","66","2","29","41","59","0","306","32","66","2","171","19","77","4","7","","","","67","48","52","0","189","46","54","0","","","","","328","28","70","2","32","81","19","0","6","","","","12","25","75","0"
"644:203","Lithonia Middle School","516","28","69","3","335","32","67","1","","","","","181","23","72","6","2","","","","499","28","69","3","241","17","79","4","8","","","","7","","","","275","39","60","1","2","","","","485","26","71","3","31","68","32","0","4","","","","1","","",""
"644:205","Redan Middle School","418","18","79","3","200","26","71","3","","","","","218","10","86","4","","","","","401","18","79","3","207","13","83","5","8","","","","8","","","","211","23","75","2","","","","","388","13","83","4","30","77","23","0","7","","","","2","","",""
"644:290","Sequoyah Middle School","295","38","56","6","246","41","54","5","","","","","49","20","67","12","42","17","69","14","67","24","70","6","139","31","61","8","157","55","43","3","196","47","49","4","156","44","52","4","","","","","277","36","58","6","18","67","33","0","3","","","","26","4","81","15"
"644:291","Salem Middle School","463","17","78","5","193","23","73","4","","","","","270","12","82","6","1","","","","454","17","78","5","223","7","84","9","2","","","","4","","","","240","26","73","1","","","","","417","12","82","6","46","59","41","0","4","","","","2","","",""
"644:299","Chamblee Middle School","300","10","62","27","84","26","65","8","","","","","216","4","61","35","28","11","68","21","128","11","71","18","161","7","58","35","18","56","44","0","34","38","44","18","139","14","68","19","","","","","283","8","64","28","17","47","41","12","10","","","","116","3","52","45"
"644:301","Columbia Middle School","430","23","76","1","299","26","73","1","","","","","131","15","84","1","1","","","","424","23","76","1","222","14","85","1","1","","","","8","","","","208","32","67","1","","","","","397","19","80","1","33","70","30","0","4","","","","","","",""
"644:302","DeKalb Transition School","7","","","","1","","","","","","","","6","","","","","","","","7","","","","2","","","","","","","","","","","","5","","","","","","","","4","","","","3","","","","","","","","","","",""
"644:397","Stephenson Middle School","449","22","73","5","153","27","71","3","","","","","296","20","74","6","2","","","","430","21","74","5","221","10","81","8","3","","","","8","","","","228","34","65","1","","","","","427","20","75","5","22","73","27","0","10","","","","4","","",""
"644:400","DeKalb School of the Arts","50","0","58","42","10","","","","","","","","40","0","48","53","1","","","","32","0","72","28","43","0","58","42","","","","","1","","","","7","","","","","","","","48","0","56","44","2","","","","1","","","","16","0","31","69"
"644:401","Mary McLeod Bethune Middle School","465","34","63","2","325","36","62","2","","","","","140","31","67","2","6","","","","446","35","63","2","224","25","72","3","4","","","","13","38","62","0","241","44","55","1","1","","","","435","31","67","2","30","87","13","0","8","","","","","","",""
"648:3550","Chapel Hill Middle School","304","9","77","14","65","17","69","14","","","","","239","7","79","15","9","","","","102","13","78","9","130","6","72","22","9","","","","3","","","","174","11","80","9","","","","","273","3","81","16","31","61","39","0","8","","","","176","6","76","18"
"675:394","Eagle's Landing Middle School","471","11","74","15","60","20","78","2","","","","","411","9","74","17","22","5","73","23","157","14","75","11","231","6","70","24","21","19","71","10","7","","","","240","15","79","7","1","","","","436","8","76","16","35","46","54","0","14","21","79","0","256","8","74","18"
"675:397","Austin Road Middle School","282","11","77","12","49","18","59","22","","","","","233","9","81","9","1","","","","160","12","80","8","123","4","80","16","8","","","","3","","","","159","16","75","8","","","","","254","6","81","13","28","54","43","4","5","","","","108","11","73","16"
"675:4050","Henry County Middle School","434","13","70","17","134","19","72","10","","","","","300","11","69","20","6","","","","154","21","69","10","235","6","71","23","19","37","53","11","6","","","","199","22","68","11","","","","","401","9","72","18","33","61","39","0","6","","","","249","8","70","22"
