SysSchoolid,School Name,Retained Total Students,Retained Total American Indian,Retained Percent American Indian,Retained Asian,Retained Total Asian,Retained Percent Asian,Retained Black,Retained Total Black,Retained Percent Black,Retained Female,Retained Total Female,Retained Percent Female,Retained Hispanic,Retained Total Hispanic,Retained Percent Hispanic,Retained Male,Retained Total Male,Retained Percent Male,Retained Multiracial,Retained Total Multiracial,Retained Percent Multiracial,Retained White,Retained Total White,Retained Percent White
638:3054,Moreland Elementary School,26,0,0,26,0,0,26,5,19.2,26,11,42.3,26,0,0,26,15,57.7,26,0,0,26,21,80.8
638:389,East Coweta High School,230,0,0,230,3,1.3,230,85,37,230,87,37.8,230,11,4.8,230,143,62.2,230,10,4.3,230,121,52.6
638:5056,Western Elementary School,9,0,0,9,0,0,9,2,22.2,9,3,33.3,9,0,0,9,6,66.7,9,0,0,9,7,77.8
638:ALL,Coweta County,912,0,0,912,4,0.4,912,316,34.6,912,382,41.9,912,42,4.6,912,530,58.1,912,20,2.2,912,530,58.1
639:192,Crawford County Elementary School,68,0,0,68,0,0,68,19,27.9,68,27,39.7,68,0,0,68,41,60.3,68,0,0,68,49,72.1
639:202,Crawford County Middle School,16,0,0,16,0,0,16,2,12.5,16,5,31.3,16,1,6.3,16,11,68.8,16,0,0,16,13,81.3
639:ALL,Crawford County,276,0,0,276,0,0,276,79,28.6,276,120,43.5,276,1,0.4,276,156,56.5,276,0,0,276,196,71
640:1050,Blackshear Trail Elementary School,21,0,0,21,0,0,21,12,57.1,21,8,38.1,21,2,9.5,21,13,61.9,21,0,0,21,7,33.3
640:196,Crisp County High School,133,0,0,133,0,0,133,103,77.4,133,56,42.1,133,0,0,133,77,57.9,133,0,0,133,30,22.6
640:197,Crisp County Middle School,115,0,0,115,0,0,115,95,82.6,115,49,42.6,115,1,0.9,115,66,57.4,115,0,0,115,19,16.5
640:2052,Southwestern Elementary School,7,0,0,7,0,0,7,7,100,7,2,28.6,7,0,0,7,5,71.4,7,0,0,7,0,0
640:297,A. S. Clark Elementary School,8,0,0,8,0,0,8,8,100,8,3,37.5,8,0,0,8,5,62.5,8,0,0,8,0,0
641:101,Dade Elementary School,7,0,0,7,1,14.3,7,0,0,7,3,42.9,7,0,0,7,4,57.1,7,0,0,7,6,85.7
641:195,Dade County High School,28,0,0,28,0,0,28,0,0,28,5,17.9,28,0,0,28,23,82.1,28,1,3.6,28,27,96.4
641:275,Davis Elementary School,3,0,0,3,0,0,3,0,0,3,2,66.7,3,0,0,3,1,33.3,3,0,0,3,3,100
642:189,Robinson Elementary School,27,0,0,27,0,0,27,0,0,27,10,37,27,1,3.7,27,17,63,27,0,0,27,26,96.3
642:199,Black's Mill Elementary School,21,0,0,21,0,0,21,0,0,21,6,28.6,21,1,4.8,21,15,71.4,21,1,4.8,21,19,90.5
642:286,Dawson County Middle School,19,1,5.3,19,0,0,19,0,0,19,6,31.6,19,2,10.5,19,13,68.4,19,0,0,19,16,84.2
642:ALL,Dawson County,120,1,0.8,120,0,0,120,0,0,120,36,30,120,5,4.2,120,84,70,120,2,1.7,120,112,93.3
643:1052,Elcan-King Elementary School,26,0,0,26,0,0,26,17,65.4,26,8,30.8,26,1,3.8,26,18,69.2,26,0,0,26,8,30.8
643:191,Potter Street Elementary School,34,0,0,34,0,0,34,24,70.6,34,13,38.2,34,2,5.9,34,21,61.8,34,0,0,34,8,23.5
643:2050,West Bainbridge Middle School,34,0,0,34,0,0,34,24,70.6,34,11,32.4,34,3,8.8,34,23,67.6,34,0,0,34,7,20.6
643:4052,Jones-Wheat Elementary School,43,0,0,43,0,0,43,35,81.4,43,12,27.9,43,0,0,43,31,72.1,43,0,0,43,8,18.6
643:5052,West Bainbridge Elementary School,45,0,0,45,0,0,45,23,51.1,45,13,28.9,45,3,6.7,45,32,71.1,45,0,0,45,19,42.2
643:ALL,Decatur County,307,0,0,307,0,0,307,199,64.8,307,103,33.6,307,22,7.2,307,204,66.4,307,1,0.3,307,85,27.7
644:100,Narvie Harris Elementary School,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0
644:101,Avondale Middle School,40,0,0,40,0,0,40,36,90,40,16,40,40,0,0,40,24,60,40,1,2.5,40,3,7.5
644:103,"Martin Luther King, Jr. High School",114,0,0,114,0,0,114,112,98.2,114,29,25.4,114,0,0,114,85,74.6,114,2,1.8,114,0,0
644:104,KIPP: PATH Academy Elementary School,2,0,0,2,1,50,2,1,50,2,0,0,2,0,0,2,2,100,2,0,0,2,0,0
644:1050,Hooper Alexander Elementary School,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0
644:1051,Avondale High School,133,0,0,133,0,0,133,128,96.2,133,65,48.9,133,1,0.8,133,68,51.1,133,2,1.5,133,2,1.5
644:1052,Brockett Elementary School,12,0,0,12,0,0,12,4,33.3,12,4,33.3,12,8,66.7,12,8,66.7,12,0,0,12,0,0
644:1056,Evansdale Elementary School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
644:1057,McNair Middle School,45,0,0,45,0,0,45,43,95.6,45,16,35.6,45,1,2.2,45,29,64.4,45,1,2.2,45,0,0
644:1059,Idlewood Elementary School,10,0,0,10,1,10,10,9,90,10,5,50,10,0,0,10,5,50,10,0,0,10,0,0
644:1061,Livsey Elementary School,4,0,0,4,0,0,4,2,50,4,3,75,4,1,25,4,1,25,4,1,25,4,0,0
644:1062,Medlock Elementary School,9,0,0,9,1,11.1,9,3,33.3,9,4,44.4,9,1,11.1,9,5,55.6,9,2,22.2,9,2,22.2
644:1063,Nancy Creek Elementary School,6,0,0,6,0,0,6,2,33.3,6,2,33.3,6,4,66.7,6,4,66.7,6,0,0,6,0,0
644:1067,Sky Haven Elementary School,2,0,0,2,0,0,2,2,100,2,1,50,2,0,0,2,1,50,2,0,0,2,0,0
644:1068,Leslie J. Steele Elementary School,3,0,0,3,0,0,3,2,66.7,3,2,66.7,3,1,33.3,3,1,33.3,3,0,0,3,0,0
644:1070,Tucker High School,91,0,0,91,4,4.4,91,63,69.2,91,39,42.9,91,7,7.7,91,52,57.1,91,5,5.5,91,12,13.2
644:1071,Woodward Elementary School,2,0,0,2,0,0,2,1,50,2,1,50,2,1,50,2,1,50,2,0,0,2,0,0
644:172,Cedar Grove High School,166,0,0,166,0,0,166,161,97,166,56,33.7,166,1,0.6,166,110,66.3,166,3,1.8,166,1,0.6
644:176,Redan High School,177,0,0,177,0,0,177,174,98.3,177,68,38.4,177,2,1.1,177,109,61.6,177,1,0.6,177,0,0
644:205,Redan Middle School,37,0,0,37,0,0,37,36,97.3,37,9,24.3,37,0,0,37,28,75.7,37,0,0,37,1,2.7
644:2050,Allgood Elementary School,4,0,0,4,0,0,4,3,75,4,3,75,4,1,25,4,1,25,4,0,0,4,0,0
644:2055,Druid Hills High School,118,0,0,118,8,6.8,118,74,62.7,118,46,39,118,9,7.6,118,72,61,118,8,6.8,118,19,16.1
644:2056,Fernbank Elementary School,1,0,0,1,0,0,1,1,100,1,1,100,1,0,0,1,0,0,1,0,0,1,0,0
644:2057,Gresham Park Elementary School,6,0,0,6,0,0,6,6,100,6,2,33.3,6,0,0,6,4,66.7,6,0,0,6,0,0
644:2058,Henderson Mill Elementary School,9,0,0,9,1,11.1,9,2,22.2,9,6,66.7,9,5,55.6,9,3,33.3,9,1,11.1,9,0,0
644:2060,Knollwood Elementary School,3,0,0,3,0,0,3,2,66.7,3,0,0,3,1,33.3,3,3,100,3,0,0,3,0,0
644:2061,McLendon Elementary School,7,0,0,7,1,14.3,7,6,85.7,7,3,42.9,7,0,0,7,4,57.1,7,0,0,7,0,0
644:2068,Stone Mountain Elementary School,6,0,0,6,0,0,6,5,83.3,6,1,16.7,6,0,0,6,5,83.3,6,1,16.7,6,0,0
644:2070,Wadsworth Elementary School,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0
644:275,Cedar Grove Elementary School,10,0,0,10,0,0,10,10,100,10,5,50,10,0,0,10,5,50,10,0,0,10,0,0
644:276,Stone Mountain High School,217,0,0,217,1,0.5,217,199,91.7,217,91,41.9,217,10,4.6,217,126,58.1,217,2,0.9,217,5,2.3
644:290,Sequoyah Middle School,50,0,0,50,3,6,50,10,20,50,11,22,50,35,70,50,39,78,50,0,0,50,2,4
644:291,Salem Middle School,48,0,0,48,0,0,48,47,97.9,48,18,37.5,48,1,2.1,48,30,62.5,48,0,0,48,0,0
644:299,Chamblee Middle School,2,0,0,2,0,0,2,2,100,2,1,50,2,0,0,2,1,50,2,0,0,2,0,0
644:301,Columbia Middle School,32,0,0,32,0,0,32,32,100,32,6,18.8,32,0,0,32,26,81.3,32,0,0,32,0,0
644:3055,Dunaire Elementary School,7,0,0,7,0,0,7,7,100,7,1,14.3,7,0,0,7,6,85.7,7,0,0,7,0,0
644:3056,Flat Shoals Elementary School,2,0,0,2,0,0,2,2,100,2,1,50,2,0,0,2,1,50,2,0,0,2,0,0
644:3057,Hambrick Elementary School,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0
644:3060,Lakeside High School,68,0,0,68,2,2.9,68,25,36.8,68,18,26.5,68,29,42.6,68,50,73.5,68,0,0,68,12,17.6
644:3064,Pleasantdale Elementary School,7,0,0,7,0,0,7,1,14.3,7,4,57.1,7,6,85.7,7,3,42.9,7,0,0,7,0,0
644:3065,Rock Chapel Elementary School,7,0,0,7,0,0,7,5,71.4,7,0,0,7,2,28.6,7,7,100,7,0,0,7,0,0
644:3070,McNair High School,150,0,0,150,0,0,150,149,99.3,150,66,44,150,1,0.7,150,84,56,150,0,0,150,0,0
644:4051,Briar Vista Elementary School,4,0,0,4,0,0,4,0,0,4,3,75,4,3,75,4,1,25,4,1,25,4,0,0
644:4052,Murphy Candler Elementary School,9,0,0,9,0,0,9,9,100,9,3,33.3,9,0,0,9,6,66.7,9,0,0,9,0,0
644:4053,Clarkston High School,149,0,0,149,10,6.7,149,125,83.9,149,64,43,149,4,2.7,149,85,57,149,4,2.7,149,6,4
644:4058,Hightower Elementary School,6,0,0,6,0,0,6,2,33.3,6,2,33.3,6,4,66.7,6,4,66.7,6,0,0,6,0,0
644:4059,Kelley Lake Elementary School,11,0,0,11,0,0,11,11,100,11,2,18.2,11,0,0,11,9,81.8,11,0,0,11,0,0
644:4062,Montclair Elementary School,6,0,0,6,0,0,6,1,16.7,6,1,16.7,6,5,83.3,6,5,83.3,6,0,0,6,0,0
644:4064,Rainbow Elementary School,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0,5,5,100,5,0,0,5,0,0
644:4069,Towers High School,116,0,0,116,0,0,116,114,98.3,116,35,30.2,116,1,0.9,116,81,69.8,116,0,0,116,1,0.9
644:475,Bob Mathis Elementary School,1,0,0,1,0,0,1,1,100,1,1,100,1,0,0,1,0,0,1,0,0,1,0,0
644:497,Stephenson High School,172,0,0,172,0,0,172,166,96.5,172,57,33.1,172,0,0,172,115,66.9,172,3,1.7,172,3,1.7
644:500,DeKalb Alternative School,51,0,0,51,0,0,51,51,100,51,9,17.6,51,0,0,51,42,82.4,51,0,0,51,0,0
644:501,DeKalb Truancy School,10,0,0,10,1,10,10,8,80,10,3,30,10,1,10,10,7,70,10,0,0,10,0,0
644:5050,Avondale Elementary School,4,0,0,4,0,0,4,4,100,4,1,25,4,0,0,4,3,75,4,0,0,4,0,0
644:5052,Chamblee High School,65,0,0,65,4,6.2,65,33,50.8,65,26,40,65,12,18.5,65,39,60,65,3,4.6,65,13,20
644:5057,Hawthorne Elementary School,7,0,0,7,0,0,7,2,28.6,7,3,42.9,7,5,71.4,7,4,57.1,7,0,0,7,0,0
644:5058,Huntley Hills Elementary School,5,0,0,5,0,0,5,1,20,5,0,0,5,2,40,5,5,100,5,1,20,5,1,20
644:5059,Kingsley Elementary School,3,0,0,3,0,0,3,2,66.7,3,2,66.7,3,1,33.3,3,1,33.3,3,0,0,3,0,0
644:5062,Montgomery Elementary School,8,0,0,8,1,12.5,8,5,62.5,8,4,50,8,1,12.5,8,4,50,8,0,0,8,1,12.5
644:5068,Terry Mill Elementary School,11,0,0,11,0,0,11,11,100,11,6,54.5,11,0,0,11,5,45.5,11,0,0,11,0,0
644:675,Woodridge Elementary School,11,0,0,11,0,0,11,11,100,11,2,18.2,11,0,0,11,9,81.8,11,0,0,11,0,0
644:697,Stone Mountain Middle School,24,0,0,24,2,8.3,24,19,79.2,24,7,29.2,24,1,4.2,24,17,70.8,24,1,4.2,24,1,4.2
644:775,Open Campus High School,350,0,0,350,1,0.3,350,318,90.9,350,134,38.3,350,10,2.9,350,216,61.7,350,5,1.4,350,16,4.6
644:797,Henderson Middle School,43,0,0,43,2,4.7,43,21,48.8,43,15,34.9,43,11,25.6,43,28,65.1,43,4,9.3,43,5,11.6
645:3050,Dodge County High School,80,0,0,80,0,0,80,41,51.3,80,23,28.8,80,0,0,80,57,71.3,80,0,0,80,39,48.8
645:ALL,Dodge County,229,0,0,229,0,0,229,130,56.8,229,83,36.2,229,0,0,229,146,63.8,229,5,2.2,229,94,41
646:182,Dooly County High School,61,0,0,61,1,1.6,61,52,85.2,61,24,39.3,61,4,6.6,61,37,60.7,61,0,0,61,4,6.6
646:ALL,Dooly County,165,0,0,165,1,0.6,165,137,83,165,64,38.8,165,13,7.9,165,101,61.2,165,1,0.6,165,13,7.9
647:103,Robert A. Cross Middle Magnet,16,0,0,16,0,0,16,9,56.3,16,6,37.5,16,0,0,16,10,62.5,16,0,0,16,7,43.8
647:1050,Albany High School,51,0,0,51,0,0,51,36,70.6,51,22,43.1,51,1,2,51,29,56.9,51,0,0,51,14,27.5
647:1058,Monroe High School,128,0,0,128,0,0,128,122,95.3,128,62,48.4,128,0,0,128,66,51.6,128,0,0,128,6,4.7
647:1060,Radium Springs Middle School,40,0,0,40,0,0,40,39,97.5,40,14,35,40,0,0,40,26,65,40,0,0,40,1,2.5
647:199,Lamar Reese School of the Arts,10,0,0,10,0,0,10,10,100,10,4,40,10,0,0,10,6,60,10,0,0,10,0,0
647:2056,Magnolia Elementary School,20,0,0,20,0,0,20,19,95,20,13,65,20,0,0,20,7,35,20,0,0,20,1,5
647:299,Alice Coachman Elementary School,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0
647:4060,Sherwood Acres Elementary School,24,0,0,24,0,0,24,15,62.5,24,11,45.8,24,1,4.2,24,13,54.2,24,0,0,24,8,33.3
647:4062,Westover High School,119,0,0,119,0,0,119,109,91.6,119,48,40.3,119,0,0,119,71,59.7,119,0,0,119,10,8.4
647:5056,International Studies Elementary Magnet,6,0,0,6,0,0,6,6,100,6,1,16.7,6,0,0,6,5,83.3,6,0,0,6,0,0
647:5060,Southside Middle School,40,0,0,40,0,0,40,40,100,40,14,35,40,0,0,40,26,65,40,0,0,40,0,0
647:5062,West Town Elementary School,18,0,0,18,0,0,18,18,100,18,2,11.1,18,0,0,18,16,88.9,18,0,0,18,0,0
648:100,Chapel Hill High School,33,0,0,33,0,0,33,12,36.4,33,9,27.3,33,1,3,33,24,72.7,33,0,0,33,20,60.6
648:103,Yeager Middle School,4,0,0,4,0,0,4,1,25,4,2,50,4,0,0,4,2,50,4,0,0,4,3,75
648:1050,Bill Arp Elementary School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
648:175,Lithia Springs Comprehensive High School,91,0,0,91,1,1.1,91,36,39.6,91,34,37.4,91,5,5.5,91,57,62.6,91,0,0,91,49,53.8
648:184,Dorsett Shoals Elementary School,9,0,0,9,0,0,9,1,11.1,9,1,11.1,9,0,0,9,8,88.9,9,0,0,9,8,88.9
648:193,South Douglas Elementary School,2,0,0,2,0,0,2,1,50,2,1,50,2,0,0,2,1,50,2,0,0,2,1,50
648:203,New Manchester Elementary School,2,0,0,2,0,0,2,1,50,2,1,50,2,0,0,2,1,50,2,0,0,2,1,50
648:2054,Turner Middle School,14,0,0,14,0,0,14,3,21.4,14,2,14.3,14,0,0,14,12,85.7,14,0,0,14,11,78.6
648:280,Chapel Hill Elementary School,4,0,0,4,1,25,4,1,25,4,2,50,4,0,0,4,2,50,4,0,0,4,2,50
648:298,Sweetwater Elementary School,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,0,0,1,1,100
648:4050,Douglas County High School,99,0,0,99,1,1,99,56,56.6,99,36,36.4,99,2,2,99,63,63.6,99,3,3,99,37,37.4
648:4052,Mount Carmel Elementary School,8,0,0,8,0,0,8,2,25,8,5,62.5,8,0,0,8,3,37.5,8,0,0,8,6,75
648:498,Eastside Elementary School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
649:194,Early County Elementary School,44,1,2.3,44,0,0,44,37,84.1,44,19,43.2,44,0,0,44,25,56.8,44,0,0,44,6,13.6
649:2050,Early County High School,26,0,0,26,0,0,26,22,84.6,26,9,34.6,26,0,0,26,17,65.4,26,0,0,26,4,15.4
649:ALL,Early County,85,1,1.2,85,0,0,85,72,84.7,85,30,35.3,85,0,0,85,55,64.7,85,0,0,85,12,14.1
650:ALL,Echols County,36,0,0,36,0,0,36,4,11.1,36,12,33.3,36,15,41.7,36,24,66.7,36,0,0,36,17,47.2
651:190,Guyton Elementary School,12,0,0,12,0,0,12,3,25,12,5,41.7,12,0,0,12,7,58.3,12,0,0,12,9,75
651:203,Ebenezer Middle School,23,0,0,23,0,0,23,6,26.1,23,5,21.7,23,0,0,23,18,78.3,23,0,0,23,17,73.9
651:296,Ebenezer Elementary School,15,0,0,15,0,0,15,0,0,15,8,53.3,15,0,0,15,7,46.7,15,0,0,15,15,100
651:390,Effingham County High School,165,2,1.2,165,2,1.2,165,56,33.9,165,59,35.8,165,2,1.2,165,106,64.2,165,1,0.6,165,102,61.8
651:4050,Rincon Elementary School,38,0,0,38,0,0,38,8,21.1,38,18,47.4,38,3,7.9,38,20,52.6,38,2,5.3,38,25,65.8
651:ALL,Effingham County,417,2,0.5,417,3,0.7,417,91,21.8,417,147,35.3,417,8,1.9,417,270,64.7,417,3,0.7,417,310,74.3
652:1050,Beaverdam Elementary School,11,0,0,11,0,0,11,6,54.5,11,4,36.4,11,2,18.2,11,7,63.6,11,1,9.1,11,2,18.2
652:1052,Falling Creek Elementary School,9,0,0,9,0,0,9,8,88.9,9,2,22.2,9,0,0,9,7,77.8,9,0,0,9,1,11.1
652:176,Elbert County High School,203,0,0,203,1,0.5,203,103,50.7,203,74,36.5,203,7,3.4,203,129,63.5,203,0,0,203,92,45.3
652:177,Blackwell Elementary School,5,0,0,5,0,0,5,5,100,5,3,60,5,0,0,5,2,40,5,0,0,5,0,0
652:3050,Bowman Elementary School,8,0,0,8,0,0,8,0,0,8,2,25,8,0,0,8,6,75,8,0,0,8,8,100
652:ALL,Elbert County,251,0,0,251,1,0.4,251,130,51.8,251,90,35.9,251,9,3.6,251,161,64.1,251,2,0.8,251,109,43.4
653:196,Swainsboro Primary School,23,0,0,23,0,0,23,15,65.2,23,8,34.8,23,0,0,23,15,65.2,23,0,0,23,8,34.8
653:198,Swainsboro Elementary School,17,0,0,17,0,0,17,9,52.9,17,2,11.8,17,2,11.8,17,15,88.2,17,0,0,17,6,35.3
654:3050,Claxton Middle School,25,0,0,25,0,0,25,19,76,25,10,40,25,3,12,25,15,60,25,0,0,25,3,12
654:ALL,Evans County,132,0,0,132,0,0,132,81,61.4,132,56,42.4,132,13,9.8,132,76,57.6,132,1,0.8,132,37,28
655:176,Fannin County High School,25,0,0,25,0,0,25,0,0,25,10,40,25,0,0,25,15,60,25,0,0,25,25,100
655:293,West Fannin Elementary School,12,0,0,12,0,0,12,0,0,12,3,25,12,1,8.3,12,9,75,12,0,0,12,11,91.7
655:ALL,Fannin County,56,0,0,56,0,0,56,0,0,56,18,32.1,56,1,1.8,56,38,67.9,56,0,0,56,55,98.2
656:103,Sara Harp Minter Elementary School,3,0,0,3,1,33.3,3,0,0,3,0,0,3,0,0,3,3,100,3,0,0,3,2,66.7
656:104,Crabapple Lane Elementary School,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,2,100,2,0,0,2,2,100
656:1050,Brooks Elementary School,5,0,0,5,0,0,5,0,0,5,2,40,5,0,0,5,3,60,5,0,0,5,5,100
656:1052,Peachtree City Elementary School,2,0,0,2,0,0,2,0,0,2,0,0,2,1,50,2,2,100,2,0,0,2,1,50
656:178,Booth Middle School,15,0,0,15,0,0,15,3,20,15,1,6.7,15,0,0,15,14,93.3,15,0,0,15,12,80
656:180,Huddleston Elementary School,4,0,0,4,1,25,4,0,0,4,0,0,4,2,50,4,4,100,4,0,0,4,1,25
656:186,Oak Grove Elementary School,4,0,0,4,0,0,4,1,25,4,1,25,4,0,0,4,3,75,4,0,0,4,3,75
656:187,East Fayette Elementary School,3,0,0,3,0,0,3,0,0,3,1,33.3,3,0,0,3,2,66.7,3,0,0,3,3,100
656:191,Braelinn Elementary School,4,0,0,4,0,0,4,0,0,4,2,50,4,0,0,4,2,50,4,0,0,4,4,100
656:196,Kedron Elementary School,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,0,0,1,1,100
656:198,Starrs Mill High School,91,0,0,91,0,0,91,21,23.1,91,31,34.1,91,6,6.6,91,60,65.9,91,5,5.5,91,59,64.8
656:199,Peeples Elementary School,2,0,0,2,0,0,2,0,0,2,1,50,2,0,0,2,1,50,2,0,0,2,2,100
656:291,Robert J. Burch Elementary School,20,0,0,20,0,0,20,2,10,20,9,45,20,4,20,20,11,55,20,4,20,20,10,50
656:302,Fayetteville Intermediate Elementary School,2,0,0,2,0,0,2,1,50,2,0,0,2,1,50,2,2,100,2,0,0,2,0,0
656:491,Flat Rock Middle School,15,0,0,15,0,0,15,4,26.7,15,5,33.3,15,2,13.3,15,10,66.7,15,2,13.3,15,7,46.7
657:101,Model 6-8 Middle School,20,0,0,20,0,0,20,2,10,20,8,40,20,0,0,20,12,60,20,0,0,20,18,90
657:102,Johnson Elementary,15,0,0,15,0,0,15,2,13.3,15,5,33.3,15,0,0,15,10,66.7,15,0,0,15,13,86.7
657:173,McHenry Primary,2,0,0,2,0,0,2,0,0,2,0,0,2,1,50,2,2,100,2,0,0,2,1,50
657:195,Armuchee Elementary School,6,0,0,6,0,0,6,0,0,6,4,66.7,6,0,0,6,2,33.3,6,0,0,6,6,100
657:2052,Garden Lakes Elementary School,2,0,0,2,0,0,2,0,0,2,1,50,2,0,0,2,1,50,2,0,0,2,2,100
657:301,Armuchee Middle School,8,0,0,8,0,0,8,1,12.5,8,1,12.5,8,0,0,8,7,87.5,8,0,0,8,7,87.5
657:3050,Cave Spring Elementary School,3,0,0,3,0,0,3,0,0,3,2,66.7,3,0,0,3,1,33.3,3,0,0,3,3,100
657:4054,Pepperell Primary,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,3,100,3,0,0,3,3,100
658:100,Settles Bridge Elementary School,9,0,0,9,0,0,9,0,0,9,2,22.2,9,0,0,9,7,77.8,9,0,0,9,9,100
658:1052,Midway Elementary School,17,0,0,17,0,0,17,0,0,17,6,35.3,17,11,64.7,17,11,64.7,17,0,0,17,6,35.3
658:182,Coal Mountain Elementary School,23,0,0,23,0,0,23,0,0,23,5,21.7,23,3,13,23,18,78.3,23,1,4.3,23,19,82.6
658:194,Chattahoochee Elementary School,16,0,0,16,0,0,16,0,0,16,6,37.5,16,2,12.5,16,10,62.5,16,0,0,16,14,87.5
658:199,Vickery Creek Middle School,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,1,100
658:202,Otwell Middle School,8,0,0,8,0,0,8,0,0,8,2,25,8,4,50,8,6,75,8,0,0,8,4,50
658:203,Sawnee Elementary School,1,0,0,1,0,0,1,0,0,1,1,100,1,0,0,1,0,0,1,0,0,1,1,100
658:204,Chestatee Elementary,47,0,0,47,0,0,47,0,0,47,20,42.6,47,11,23.4,47,27,57.4,47,0,0,47,36,76.6
660:276,Gullatt Elementary School,8,0,0,8,0,0,8,8,100,8,1,12.5,8,0,0,8,7,87.5,8,0,0,8,0,0
660:286,Ridgeview Middle School,18,0,0,18,0,0,18,8,44.4,18,6,33.3,18,7,38.9,18,12,66.7,18,1,5.6,18,2,11.1
660:289,Woodland Middle School,40,0,0,40,0,0,40,34,85,40,14,35,40,5,12.5,40,26,65,40,0,0,40,1,2.5
660:290,Tubman Elementary School,13,0,0,13,0,0,13,11,84.6,13,7,53.8,13,2,15.4,13,6,46.2,13,0,0,13,0,0
660:291,Creekside High School,136,0,0,136,1,0.7,136,97,71.3,136,50,36.8,136,12,8.8,136,86,63.2,136,3,2.2,136,23,16.9
660:292,Palmetto Elementary School,10,0,0,10,0,0,10,6,60,10,2,20,10,0,0,10,8,80,10,0,0,10,4,40
660:297,State Bridge Crossing Elementary School,3,0,0,3,0,0,3,1,33.3,3,3,100,3,0,0,3,0,0,3,0,0,3,2,66.7
660:298,Sweet Apple Elementary School,13,0,0,13,1,7.7,13,5,38.5,13,3,23.1,13,0,0,13,10,76.9,13,1,7.7,13,6,46.2
660:299,Manning Oaks Elementary School,10,0,0,10,0,0,10,1,10,10,2,20,10,0,0,10,8,80,10,4,40,10,5,50
660:301,Heritage Elementary School,4,0,0,4,0,0,4,4,100,4,2,50,4,0,0,4,2,50,4,0,0,4,0,0
660:3058,Lee Elementary School,6,0,0,6,0,0,6,6,100,6,4,66.7,6,0,0,6,2,33.3,6,0,0,6,0,0
660:373,Mountain Park Elementary School,8,0,0,8,2,25,8,1,12.5,8,4,50,8,0,0,8,4,50,8,0,0,8,5,62.5
660:383,McClarin Alternative School,232,0,0,232,0,0,232,229,98.7,232,97,41.8,232,2,0.9,232,135,58.2,232,0,0,232,1,0.4
660:384,Haynes Bridge Middle School,5,0,0,5,0,0,5,2,40,5,0,0,5,0,0,5,5,100,5,1,20,5,2,40
660:392,Chattahoochee High School,78,0,0,78,13,16.7,78,17,21.8,78,26,33.3,78,15,19.2,78,52,66.7,78,3,3.8,78,30,38.5
660:4056,High Point Elementary School,20,0,0,20,0,0,20,4,20,20,6,30,20,16,80,20,14,70,20,0,0,20,0,0
660:4060,Mimosa Elementary School,11,0,0,11,0,0,11,2,18.2,11,5,45.5,11,8,72.7,11,6,54.5,11,0,0,11,1,9.1
660:497,Webb Bridge Middle School,10,0,0,10,0,0,10,5,50,10,4,40,10,1,10,10,6,60,10,0,0,10,4,40
660:501,Hamilton E. Holmes Elementary,7,0,0,7,0,0,7,7,100,7,4,57.1,7,0,0,7,3,42.9,7,0,0,7,0,0
660:591,Taylor Road Middle School,8,0,0,8,1,12.5,8,3,37.5,8,1,12.5,8,1,12.5,8,7,87.5,8,0,0,8,3,37.5
660:601,Victory Charter Elementary School,6,0,0,6,0,0,6,6,100,6,3,50,6,0,0,6,3,50,6,0,0,6,0,0
660:603,Sandy Springs Middle School,2,0,0,2,0,0,2,1,50,2,1,50,2,1,50,2,1,50,2,0,0,2,0,0
661:296,Gilmer Middle School,18,0,0,18,0,0,18,0,0,18,4,22.2,18,0,0,18,14,77.8,18,0,0,18,18,100
661:ALL,Gilmer County,70,0,0,70,0,0,70,0,0,70,17,24.3,70,7,10,70,53,75.7,70,0,0,70,63,90
662:ALL,Glascock County,26,0,0,26,0,0,26,5,19.2,26,11,42.3,26,0,0,26,15,57.7,26,0,0,26,21,80.8
663:1052,Altama Elementary School,8,0,0,8,0,0,8,6,75,8,2,25,8,0,0,8,6,75,8,0,0,8,2,25
663:1554,Jane Macon Middle School,10,0,0,10,0,0,10,5,50,10,4,40,10,0,0,10,6,60,10,0,0,10,5,50
