"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","OUT_OF_STATE_ENR_RANK"
2007,"633","Cobb County","0103","Kell High School","University Of Mississippi",1
2007,"633","Cobb County","0103","Kell High School","University Of South Carolina",3
2007,"633","Cobb County","0103","Kell High School","University Of Southern California",5
2007,"633","Cobb County","0175","Walton High School","Auburn University",1
2007,"633","Cobb County","0175","Walton High School","College Of Charleston",3
2007,"633","Cobb County","0175","Walton High School","University Of Alabama",2
2007,"633","Cobb County","0175","Walton High School","University Of Mississippi",5
2007,"633","Cobb County","0175","Walton High School","University Of South Carolina",4
2007,"633","Cobb County","0186","Oakwood High School","Northern Virginia Community College",2
2007,"633","Cobb County","0186","Oakwood High School","Norwalk Community College",2
2007,"633","Cobb County","0186","Oakwood High School","Prescott College-Adult Degree Program",2
2007,"633","Cobb County","0186","Oakwood High School","Suny Rockland Community College",2
2007,"633","Cobb County","0186","Oakwood High School","University Of Phoenix",1
2007,"633","Cobb County","0188","Pope High School","Auburn University",1
2007,"633","Cobb County","0188","Pope High School","Clemson University",3
2007,"633","Cobb County","0188","Pope High School","University Of Alabama",4
2007,"633","Cobb County","0188","Pope High School","University Of Mississippi",5
2007,"633","Cobb County","0188","Pope High School","University Of South Carolina",1
2007,"633","Cobb County","0192","Harrison High School","Auburn University",2
2007,"633","Cobb County","0192","Harrison High School","Brigham Young University",4
2007,"633","Cobb County","0192","Harrison High School","Jacksonville State University",4
2007,"633","Cobb County","0192","Harrison High School","University Of Alabama",1
2007,"633","Cobb County","0192","Harrison High School","University Of Mississippi",3
2007,"633","Cobb County","0373","Sprayberry High School","Auburn University",1
2007,"633","Cobb County","0373","Sprayberry High School","Birmingham-Southern College",2
2007,"633","Cobb County","0373","Sprayberry High School","Florida State University",2
2007,"633","Cobb County","0373","Sprayberry High School","Tennessee State University",2
2007,"633","Cobb County","0373","Sprayberry High School","Vanderbilt University",2
2007,"633","Cobb County","0381","Lassiter High School","Auburn University",1
2007,"633","Cobb County","0381","Lassiter High School","Florida State University",5
2007,"633","Cobb County","0381","Lassiter High School","University Of Alabama",2
2007,"633","Cobb County","0381","Lassiter High School","University Of Mississippi",3
2007,"633","Cobb County","0381","Lassiter High School","University Of South Carolina",4
2007,"633","Cobb County","1054","Campbell High School","Boston University",1
2007,"633","Cobb County","1054","Campbell High School","Elon University",5
2007,"633","Cobb County","1054","Campbell High School","George Washington University",3
2007,"633","Cobb County","1054","Campbell High School","University Of Tennessee Chattanooga",1
2007,"633","Cobb County","1054","Campbell High School","Virginia Military Institute",3
2007,"633","Cobb County","1064","McEachern High School","Auburn University",2
2007,"633","Cobb County","1064","McEachern High School","Jacksonville State University",1
2007,"633","Cobb County","1064","McEachern High School","Tennessee State University",4
2007,"633","Cobb County","1064","McEachern High School","University Of Alabama",4
2007,"633","Cobb County","1064","McEachern High School","University Of Alabama, Birmingham-Denta",3
2007,"633","Cobb County","1069","Wheeler High School","Auburn University",1
2007,"633","Cobb County","1069","Wheeler High School","Florida State University",3
2007,"633","Cobb County","1069","Wheeler High School","The Ohio State University",4
2007,"633","Cobb County","1069","Wheeler High School","University Of Alabama",2
2007,"633","Cobb County","1069","Wheeler High School","University Of South Carolina",4
2007,"633","Cobb County","2056","North Cobb High School","Brigham Young University",2
2007,"633","Cobb County","2056","North Cobb High School","Chattanooga State Community College",2
2007,"633","Cobb County","2056","North Cobb High School","Jacksonville State University",1
2007,"633","Cobb County","2056","North Cobb High School","The Citadel Military College Of South C",2
2007,"633","Cobb County","2056","North Cobb High School","University Of Kentucky",2
2007,"633","Cobb County","2066","Osborne High School","Alabama State University",1
2007,"633","Cobb County","2066","Osborne High School","Averett University",4
2007,"633","Cobb County","2066","Osborne High School","Jacksonville State University",1
2007,"633","Cobb County","2066","Osborne High School","Miles College",1
2007,"633","Cobb County","2066","Osborne High School","North Carolina Wesleyan College",4
2007,"633","Cobb County","3056","South Cobb High School","Alabama State University",3
2007,"633","Cobb County","3056","South Cobb High School","Florida A&M University",1
2007,"633","Cobb County","3056","South Cobb High School","Kent State University",2
2007,"633","Cobb County","3056","South Cobb High School","Minneapolis Community And Technical Col",3
2007,"633","Cobb County","3056","South Cobb High School","Tuskegee University",3
2007,"633","Cobb County","4066","Pebblebrook High School","Alabama State University",2
2007,"633","Cobb County","4066","Pebblebrook High School","Florida A&M University",3
2007,"633","Cobb County","4066","Pebblebrook High School","University Of Cincinnati",5
2007,"633","Cobb County","4066","Pebblebrook High School","University Of Michigan",3
2007,"633","Cobb County","4066","Pebblebrook High School","Wright State University",1
2007,"633","Cobb County","ALL","All Cobb County High Schools","Auburn University",1
2007,"633","Cobb County","ALL","All Cobb County High Schools","Jacksonville State University",3
2007,"633","Cobb County","ALL","All Cobb County High Schools","University Of Alabama",2
2007,"633","Cobb County","ALL","All Cobb County High Schools","University Of Mississippi",5
2007,"633","Cobb County","ALL","All Cobb County High Schools","University Of South Carolina",3
2007,"634","Coffee County","0195","Coffee County High School","Ball State University",2
2007,"634","Coffee County","0195","Coffee County High School","Camden County College",2
2007,"634","Coffee County","0195","Coffee County High School","Cedarville University",2
2007,"634","Coffee County","0195","Coffee County High School","Fayetteville Technical Community Colleg",2
2007,"634","Coffee County","0195","Coffee County High School","Ferrum College",1
2007,"634","Coffee County","ALL","All Coffee County High Schools","Ball State University",2
2007,"634","Coffee County","ALL","All Coffee County High Schools","Cedarville University",2
2007,"634","Coffee County","ALL","All Coffee County High Schools","Coastal Carolina University",2
2007,"634","Coffee County","ALL","All Coffee County High Schools","Ferrum College",1
2007,"634","Coffee County","ALL","All Coffee County High Schools","Western Dakota Technical Institute",2
2007,"635","Colquitt County","1554","Colquitt County High School","Charleston Southern University",2
2007,"635","Colquitt County","1554","Colquitt County High School","Florida A&M University",2
2007,"635","Colquitt County","1554","Colquitt County High School","Middlebury College",2
2007,"635","Colquitt County","1554","Colquitt County High School","Southeastern University",2
2007,"635","Colquitt County","1554","Colquitt County High School","University Of Phoenix",1
2007,"635","Colquitt County","ALL","All Colquitt County High Schools","Charleston Southern University",2
2007,"635","Colquitt County","ALL","All Colquitt County High Schools","Middlebury College",2
2007,"635","Colquitt County","ALL","All Colquitt County High Schools","Southeastern University",2
2007,"635","Colquitt County","ALL","All Colquitt County High Schools","University Of Phoenix",1
2007,"635","Colquitt County","ALL","All Colquitt County High Schools","Wake Forest School Of Medicine - Md",2
2007,"636","Columbia County","0183","Harlem High School","Aiken Technical College",1
2007,"636","Columbia County","0183","Harlem High School","Florida A&M University",1
2007,"636","Columbia County","0183","Harlem High School","Mississippi Gulf Coast Community Col -",1
2007,"636","Columbia County","0183","Harlem High School","Rainy River Community College",1
2007,"636","Columbia County","0183","Harlem High School","South Carolina State University",1
2007,"636","Columbia County","0189","Lakeside High School","Faulkner University",2
2007,"636","Columbia County","0189","Lakeside High School","John Carroll University",2
2007,"636","Columbia County","0189","Lakeside High School","Johnson & Wales University",2
2007,"636","Columbia County","0189","Lakeside High School","Rensselaer Polytechnic Institute",2
2007,"636","Columbia County","0189","Lakeside High School","University Of South Carolina",1
2007,"636","Columbia County","0197","Greenbrier High School","Aiken Technical College",2
2007,"636","Columbia County","0197","Greenbrier High School","Coastal Carolina University",2
2007,"636","Columbia County","0197","Greenbrier High School","North Carolina A&T State University",1
2007,"636","Columbia County","0197","Greenbrier High School","University Of South Carolina",2
2007,"636","Columbia County","0197","Greenbrier High School","University Of South Carolina - Aiken",2
2007,"636","Columbia County","4050","Evans High School","Florida State University",1
2007,"636","Columbia County","4050","Evans High School","Johnson & Wales University",2
2007,"636","Columbia County","4050","Evans High School","South Carolina State University",2
2007,"636","Columbia County","4050","Evans High School","University Of Phoenix",2
2007,"636","Columbia County","4050","Evans High School","University Of Tampa",2
2007,"636","Columbia County","ALL","All Columbia County High Schools","Aiken Technical College",2
2007,"636","Columbia County","ALL","All Columbia County High Schools","Florida State University",4
2007,"636","Columbia County","ALL","All Columbia County High Schools","North Carolina A&T State University",3
2007,"636","Columbia County","ALL","All Columbia County High Schools","South Carolina State University",4
