"GRADUATION_YEAR","SCHOOL_DISTRCT_CD","DISTRICT","INSTN_NUMBER","SCHOOL_NAME","COLLEGE","INSTATE_ENR_RANK"
2011,"761","Atlanta Public Schools","ALL","All Atlanta Public  High Schools","Georgia Perimeter College",1
2011,"761","Atlanta Public Schools","ALL","All Atlanta Public  High Schools","Georgia State University",4
2011,"761","Atlanta Public Schools","ALL","All Atlanta Public  High Schools","Savannah State University",2
2011,"763","Bremen City","0201","Bremen High School","Kennesaw State University",3
2011,"763","Bremen City","0201","Bremen High School","Shorter University",5
2011,"763","Bremen City","0201","Bremen High School","University Of Georgia",4
2011,"763","Bremen City","0201","Bremen High School","University Of West Georgia",1
2011,"763","Bremen City","0201","Bremen High School","West Georgia Technical College",2
2011,"763","Bremen City","ALL","All Bremen City High Schools","Kennesaw State University",3
2011,"763","Bremen City","ALL","All Bremen City High Schools","Shorter University",5
2011,"763","Bremen City","ALL","All Bremen City High Schools","University Of Georgia",4
2011,"763","Bremen City","ALL","All Bremen City High Schools","University Of West Georgia",1
2011,"763","Bremen City","ALL","All Bremen City High Schools","West Georgia Technical College",2
2011,"764","Buford City","0191","Buford High School","Gainesville State College",1
2011,"764","Buford City","0191","Buford High School","Georgia Gwinnett College",3
2011,"764","Buford City","0191","Buford High School","Georgia Institute Of Technology",2
2011,"764","Buford City","0191","Buford High School","Georgia State University",3
2011,"764","Buford City","0191","Buford High School","University Of North Georgia",3
2011,"764","Buford City","ALL","All Buford City High Schools","Gainesville State College",1
2011,"764","Buford City","ALL","All Buford City High Schools","Georgia Gwinnett College",3
2011,"764","Buford City","ALL","All Buford City High Schools","Georgia Institute Of Technology",2
2011,"764","Buford City","ALL","All Buford City High Schools","Georgia State University",3
2011,"764","Buford City","ALL","All Buford City High Schools","University Of North Georgia",3
2011,"765","Calhoun City","3050","Calhoun High School","Dalton State College",1
2011,"765","Calhoun City","3050","Calhoun High School","Georgia Highlands College",4
2011,"765","Calhoun City","3050","Calhoun High School","Georgia Northwestern Tech College",2
2011,"765","Calhoun City","3050","Calhoun High School","Kennesaw State University",5
2011,"765","Calhoun City","3050","Calhoun High School","University Of Georgia",3
2011,"765","Calhoun City","ALL","All Calhoun City High Schools","Dalton State College",1
2011,"765","Calhoun City","ALL","All Calhoun City High Schools","Georgia Highlands College",4
2011,"765","Calhoun City","ALL","All Calhoun City High Schools","Georgia Northwestern Tech College",2
2011,"765","Calhoun City","ALL","All Calhoun City High Schools","Kennesaw State University",5
2011,"765","Calhoun City","ALL","All Calhoun City High Schools","University Of Georgia",3
2011,"766","Carrollton City","1050","Carrollton High School","Georgia Institute Of Technology",5
2011,"766","Carrollton City","1050","Carrollton High School","Kennesaw State University",4
2011,"766","Carrollton City","1050","Carrollton High School","University Of Georgia",3
2011,"766","Carrollton City","1050","Carrollton High School","University Of West Georgia",1
2011,"766","Carrollton City","1050","Carrollton High School","West Georgia Technical College",2
2011,"766","Carrollton City","ALL","All Carrollton City High Schools","Georgia Institute Of Technology",5
2011,"766","Carrollton City","ALL","All Carrollton City High Schools","Kennesaw State University",4
2011,"766","Carrollton City","ALL","All Carrollton City High Schools","University Of Georgia",3
2011,"766","Carrollton City","ALL","All Carrollton City High Schools","University Of West Georgia",1
2011,"766","Carrollton City","ALL","All Carrollton City High Schools","West Georgia Technical College",2
2011,"767","Cartersville City","2050","Cartersville High School","Chattahoochee Technical College",3
2011,"767","Cartersville City","2050","Cartersville High School","Georgia Highlands College",1
2011,"767","Cartersville City","2050","Cartersville High School","Kennesaw State University",2
2011,"767","Cartersville City","2050","Cartersville High School","Southern Polytechnic State University",4
2011,"767","Cartersville City","2050","Cartersville High School","University Of West Georgia",5
2011,"767","Cartersville City","ALL","All Cartersville City High Schools","Chattahoochee Technical College",3
2011,"767","Cartersville City","ALL","All Cartersville City High Schools","Georgia Highlands College",1
2011,"767","Cartersville City","ALL","All Cartersville City High Schools","Kennesaw State University",2
2011,"767","Cartersville City","ALL","All Cartersville City High Schools","Southern Polytechnic State University",4
2011,"767","Cartersville City","ALL","All Cartersville City High Schools","University Of West Georgia",5
2011,"769","Chickamauga City","0211","Gordon Lee High School","Berry College",5
2011,"769","Chickamauga City","0211","Gordon Lee High School","Dalton State College",1
2011,"769","Chickamauga City","0211","Gordon Lee High School","Georgia Northwestern Tech College",2
2011,"769","Chickamauga City","0211","Gordon Lee High School","Kennesaw State University",4
2011,"769","Chickamauga City","0211","Gordon Lee High School","University Of Georgia",3
2011,"769","Chickamauga City","ALL","All Chickamauga City High Schools","Berry College",5
2011,"769","Chickamauga City","ALL","All Chickamauga City High Schools","Dalton State College",1
2011,"769","Chickamauga City","ALL","All Chickamauga City High Schools","Georgia Northwestern Tech College",2
2011,"769","Chickamauga City","ALL","All Chickamauga City High Schools","Kennesaw State University",4
2011,"769","Chickamauga City","ALL","All Chickamauga City High Schools","University Of Georgia",3
2011,"771","Commerce City","2050","Commerce High School","Athens Technical College",1
2011,"771","Commerce City","2050","Commerce High School","Gainesville State College",2
2011,"771","Commerce City","2050","Commerce High School","Georgia Southern University",3
2011,"771","Commerce City","2050","Commerce High School","University Of Georgia",4
2011,"771","Commerce City","2050","Commerce High School","University Of West Georgia",4
2011,"771","Commerce City","ALL","All Commerce City High Schools","Athens Technical College",1
2011,"771","Commerce City","ALL","All Commerce City High Schools","Gainesville State College",2
2011,"771","Commerce City","ALL","All Commerce City High Schools","Georgia Southern University",3
2011,"771","Commerce City","ALL","All Commerce City High Schools","University Of Georgia",4
2011,"771","Commerce City","ALL","All Commerce City High Schools","University Of West Georgia",4
2011,"772","Dalton Public Schools","4050","Dalton High School","Dalton State College",1
2011,"772","Dalton Public Schools","4050","Dalton High School","Georgia Northwestern Tech College",3
2011,"772","Dalton Public Schools","4050","Dalton High School","Georgia Southern University",5
2011,"772","Dalton Public Schools","4050","Dalton High School","University Of Georgia",2
2011,"772","Dalton Public Schools","4050","Dalton High School","University Of West Georgia",3
2011,"772","Dalton Public Schools","ALL","All Dalton Public  High Schools","Dalton State College",1
2011,"772","Dalton Public Schools","ALL","All Dalton Public  High Schools","Georgia Northwestern Tech College",3
2011,"772","Dalton Public Schools","ALL","All Dalton Public  High Schools","Georgia Southern University",5
2011,"772","Dalton Public Schools","ALL","All Dalton Public  High Schools","University Of Georgia",2
2011,"772","Dalton Public Schools","ALL","All Dalton Public  High Schools","University Of West Georgia",3
2011,"773","Decatur City","3050","Decatur High School","Georgia Gwinnett College",4
2011,"773","Decatur City","3050","Decatur High School","Georgia Perimeter College",2
2011,"773","Decatur City","3050","Decatur High School","Georgia Southern University",5
2011,"773","Decatur City","3050","Decatur High School","Georgia State University",2
2011,"773","Decatur City","3050","Decatur High School","University Of Georgia",1
2011,"773","Decatur City","ALL","All Decatur City High Schools","Georgia Gwinnett College",4
2011,"773","Decatur City","ALL","All Decatur City High Schools","Georgia Perimeter College",2
2011,"773","Decatur City","ALL","All Decatur City High Schools","Georgia Southern University",5
2011,"773","Decatur City","ALL","All Decatur City High Schools","Georgia State University",2
